"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
9.1588,-4.8205,20.7284,19.2822,-26.9949,35.672,-11.5694,21.2104,-5.3024,-8.6769,-12.0513,4.3385,-4.3385,10.6051,
7.6454,-6.9414,11.7719,20.0534,-23.4466,32.0855,-12.321,20.9021,-7.3944,-8.6382,-10.8459,4.5602,-4.5602,14.3075,
1.1609,-9.6586,15.6447,20.5372,-29.5121,16.9037,-2.182,9.2834,-1.8897,-6.4329,-8.5081,7.4198,-1.6352,5.4951,
0.36858,-4.9815,13.9833,22.4387,-35.2129,11.31,-6.6306,9.4495,1.8393,-6.2877,-10.167,4.8057,-4.6704,-2.7886,
1.7925,-6.6106,8.8058,14.8256,-31.6541,13.0417,-12.9814,12.7392,-0.68142,-7.3569,-9.5568,4.5171,-9.6926,-0.21089,
7.9515,-9.5884,7.7955,8.1515,-23.006,13.2236,-12.6845,7.1541,-6.4251,-7.8793,-10.9115,6.6567,-7.1828,5.5863,
8.4385,-4.1926,4.917,8.1441,-19.2157,12.9118,-9.0311,6.2427,-7.0037,-10.2993,-10.739,1.4363,-1.4494,5.7329,
-1.709,0.87942,6.5504,8.6196,-18.0628,14.5475,-4.6331,12.1349,-2.2449,-8.7173,-5.7566,-0.5778,1.5298,7.3173,
-0.6424,0.82643,9.5316,15.333,-7.8197,21.3872,-3.8729,18.6374,0.30012,-2.4094,-7.3392,7.1694,-3.3829,15.5551,
3.4937,-6.6947,4.8625,11.7617,-9.038,18.8989,-8.702,12.9396,-3.8155,-5.3981,-10.9964,6.0161,-16.4361,13.4168,
9.3099,0.21466,4.8115,13.2254,0.90451,21.3806,-8.903,4.6917,-3.3453,-4.8335,-4.7928,0.11176,-7.496,9.9604,
2.9663,2.6119,5.0048,18.6984,5.6705,23.9542,-5.9587,4.8921,-2.6627,-5.9893,-4.0233,-3.2694,4.041,6.4703,
-4.4421,-9.5959,10.0076,16.6126,-8.7697,14.8041,-0.78049,12.3118,3.7636,-7.0762,1.5208,4.1576,1.8704,4.1543,
0.64491,-13.3587,1.6941,3.0826,-4.2662,2.3465,-7.9643,3.8601,-1.2827,-10.0258,-2.4271,0.53393,-4.0267,0.5304,
4.2214,-5.5675,1.8332,-4.5744,7.3177,-4.302,-5.7994,-1.9154,-8.1954,-10.1474,-3.0046,-2.1494,2.7226,-1.1884,
4.6915,-5.9564,12.0876,3.6543,3.7452,-8.6232,3.4666,3.7432,-1.6781,-5.4412,-1.1371,3.0412,-6.3588,-2.3224,
12.6047,-10.4197,4.6134,8.7372,7.3768,-13.8904,0.84804,1.5904,5.6534,4.5262,-2.5151,-0.033777,-15.6182,-6.0394,
10.4019,-12.2049,-0.48389,2.4286,7.8983,-17.8779,0.79738,-2.8436,6.7602,7.1469,1.4924,1.4143,-0.58113,-10.4976,
6.4036,-8.0979,1.9555,0.35448,7.9066,-11.5023,-1.6608,-2.6727,1.0522,0.45137,-5.3458,6.1499,7.0463,-6.9754,
6.5015,-5.2017,0.39214,-1.5948,12.2527,-8.4018,-7.8279,-4.4408,-5.7596,-1.0217,-10.3275,-3.8598,-7.4765,-1.2545,
6.3529,0.65404,0.12764,3.0807,15.1329,-7.1748,-2.7785,0.4054,-3.2449,2.1731,-2.236,-7.2437,-11.9691,2.4367,
4.5254,4.9531,-4.7007,6.7522,8.4404,-2.888,-2.6118,6.1657,-4.014,-3.7419,-2.5838,-1.0245,-4.984,0.36228,
2.5665,3.4509,0.64277,12.3724,0.46238,-0.54528,0.19625,10.3752,-3.0505,-2.3123,-2.188,8.4368,-1.0698,-0.86498,
-3.6131,0.59272,9.0403,14.2816,2.6038,-3.6456,1.8717,4.2091,-1.1798,3.852,-1.8153,6.7257,-0.28222,-0.57166,
-4.6014,-5.4686,5.8466,3.0606,9.9191,-7.0425,-2.3382,-8.3357,-0.38636,1.4519,-5.3221,-4.0419,-2.9171,2.5959,
5.3157,-8.515,3.0857,0.94879,15.591,-6.138,-2.1979,-7.8356,1.0831,-3.4559,-5.4847,-6.6919,-2.2597,3.404,
2.8276,-6.7992,-1.6792,4.0249,15.3784,-3.6006,-1.8251,1.5526,2.2234,-3.0076,-5.397,-8.9415,-0.91924,-3.7901,
-8.1881,1.0808,-1.3373,4.5065,11.3225,3.1232,2.864,4.1108,11.0078,5.6088,6.2552,-3.8255,2.7516,-3.3215,
-17.579,-1.6354,-7.2828,-4.1998,2.6891,-2.6076,-4.2975,-7.9462,4.804,4.5491,2.2647,-0.46269,-2.9569,-2.3991,
-16.7654,-10.4551,-7.569,-8.0454,0.35886,-6.5487,-2.3527,-8.1926,0.90008,8.8557,-5.8251,2.6983,-3.0207,0.39619,
-16.4826,-13.9254,-3.4992,-6.3571,-5.6885,-6.8789,0.92175,-4.0854,0.12295,7.1193,-6.1987,-0.1149,-3.0807,0.13122,
-5.3705,1.0101,-1.8432,2.7007,2.3654,0.7644,1.3486,4.8362,2.5259,4.2818,-2.9345,5.6763,0.47841,7.8359,
-9.1457,-0.37625,-4.3842,-2.5225,-2.8382,-3.3788,-0.90193,0.44864,0.68715,5.7121,-2.5175,4.6129,-6.5402,3.7503,
-6.6685,-3.246,-0.2645,0.5211,-5.5597,-4.1402,-4.2216,1.8682,-0.80011,8.7436,-2.3662,-0.48439,-10.0039,4.0079,
4.0955,7.795,0.95667,6.0334,-0.64687,0.68798,-6.1374,6.3354,-6.7777,-0.69864,-4.3934,-1.1782,-4.8239,-1.7762,
10.5984,11.6659,6.2017,8.0818,2.2842,0.16453,3.8715,4.0269,-7.8175,-7.8878,-3.1662,2.7486,5.1062,-10.8289,
15.7471,7.1096,6.7939,7.115,13.7163,0.15466,0.74719,-3.4451,-7.3484,-7.4145,-10.2066,-3.6828,0.46155,-3.4302,
18.4177,4.9958,0.84266,0.18012,13.1343,-3.47,-9.662,-6.3719,-10.0406,-7.6926,-13.6915,-8.5231,-13.3045,2.3192,
17.3129,7.5883,2.2381,0.65147,5.598,-8.0823,-7.1538,-3.5792,-8.956,-3.8568,-9.9778,-5.1194,-10.5782,-3.1224,
11.4536,5.687,8.3706,5.9148,12.4928,-6.1513,0.024079,-3.8467,-4.5624,-2.1789,-7.4511,-4.3305,0.17959,-1.9709,
6.1869,2.2125,10.5197,4.8368,14.3945,-3.6129,2.674,-6.2672,-2.6017,-4.6995,-6.7629,-3.8295,0.89194,2.2445,
8.7077,3.526,9.8885,5.029,10.1564,1.9065,0.10339,-6.3731,0.44692,0.40275,-5.8752,-3.1178,-2.536,1.6279,
3.3648,0.90409,14.1157,3.2807,3.7622,1.7919,2.5071,-5.5085,2.8305,1.3427,1.226,-2.4486,0.99036,2.4943,
3.4041,5.4289,14.4738,1.3969,1.8495,-0.48453,2.5979,-2.5267,2.9014,-0.42488,1.3937,-0.61465,-1.238,4.0316,
9.4661,6.5497,8.3029,0.34899,-0.18991,-2.8658,-0.4503,-6.7136,3.6914,4.4211,-4.9567,-3.4701,-3.5741,-0.54837,
7.6931,-4.2074,15.7583,1.0512,-0.41925,-6.7914,8.4946,-12.3366,6.1212,5.3609,1.8484,0.83573,8.4507,-3.6492,
7.9546,-0.82218,17.4641,1.7108,5.6312,-5.1789,5.8155,-10.3913,2.6207,-1.9509,1.0139,2.4726,3.3637,-3.189,
12.0569,12.0018,7.4984,3.2956,0.71383,-2.6988,-1.5231,-2.7782,-1.6341,-4.9671,-6.0366,-4.6654,-8.648,-2.7565,
13.0209,15.8612,14.5206,7.1954,-3.9081,-2.2957,7.0042,6.7887,2.0796,-0.57146,-0.13052,-4.1443,-3.0677,-2.8323,
3.3214,4.5455,21.1209,1.7018,-7.2892,-12.5225,11.1635,2.2838,5.0881,-0.77837,6.867,-0.76238,3.6241,-5.7961,
-0.25214,-3.4398,18.8895,2.0819,-10.2261,-18.5193,6.1551,-5.0838,3.8187,1.6792,12.2397,4.1038,7.2633,-2.0736,
10.85,4.4791,8.5969,9.1876,-2.3819,-4.393,-1.4448,0.041675,-0.749,4.4702,0.9003,7.2318,1.5246,0.46114,
9.958,5.8976,6.3939,3.5751,-2.48,1.4142,-2.0815,4.1365,0.018841,2.0329,-9.518,2.7006,-4.5924,-5.1101,
-1.4853,4.3389,13.0006,2.6377,-0.16201,-3.7323,2.6232,5.0936,4.1155,-5.0785,-6.7773,-1.5588,-1.6653,-5.5264,
-1.8783,2.6321,4.0256,4.8898,4.1863,-0.61564,-6.2111,3.8239,-3.8444,-12.9688,-7.8172,-6.7677,-5.422,3.0001,
11.4908,2.7151,7.8814,7.247,-1.1266,9.3028,1.151,7.2099,-0.96265,-0.86243,5.4263,-0.33609,-0.035028,16.5584,
3.8112,-2.5092,10.0594,2.7151,-9.013,2.2369,6.6258,-2.6229,0.78256,0.87631,3.8952,-0.55712,1.6541,7.6109,
0.69049,2.944,9.9382,4.4804,3.0974,0.65688,4.782,-1.0193,3.1457,-1.1045,-0.19445,-1.4876,5.4112,-3.451,
0.4081,6.3828,3.7983,0.11419,5.0807,-0.58782,-4.4226,1.211,-5.4787,-5.1355,-4.2801,-7.9062,-2.3853,-5.4131,
-3.473,6.482,-0.76813,-2.785,-0.52698,3.3041,-5.1218,3.5487,-8.5246,-3.8633,-5.9517,-6.4678,-3.6882,5.5167,
-4.4697,2.4774,3.3751,-0.44893,-4.1106,5.2748,1.6932,5.0228,1.869,0.948,-1.4975,-0.053934,4.0047,6.8732,
4.4754,3.7748,5.5829,3.9166,1.4385,1.1016,-0.33631,-0.58099,4.6491,5.2292,-2.3718,-1.0148,-0.091751,-5.5905,
2.761,5.9589,1.3916,2.2353,1.8346,-2.8204,-2.2443,-4.4025,0.99575,5.8798,-3.1933,0.0099601,-4.425,-3.8088,
-7.7692,0.057501,-1.3432,-1.0321,-5.7475,-4.3386,-0.9046,2.3693,2.6235,2.3937,1.5778,6.5171,0.90239,10.1578,
-3.4464,-0.91005,-4.6369,-2.8986,-3.9566,0.26026,-5.6708,5.6014,0.055694,-0.64218,-1.4092,2.2699,-3.0084,10.9943,
0.61699,1.5549,-3.8765,-4.1702,-3.719,0.24487,0.93618,-1.4829,-2.8399,2.2886,0.12187,-0.27666,-3.7915,-3.6444,
-3.9993,-1.1895,-5.8131,-1.2689,-0.36239,-0.97511,3.0492,0.29285,0.94588,6.2487,-0.6088,6.7298,1.4972,-5.1129,
-9.0625,-11.2415,-17.0334,-6.0135,5.4439,-1.8809,-9.6673,-1.6529,-2.0034,-0.39276,-14.552,-1.8691,-10.6442,3.3885,
-2.4927,-4.541,-7.5758,-3.9655,5.8402,1.3654,-2.5793,-1.7947,1.2503,-0.12822,-6.2066,-2.4799,-8.3178,9.2112,
-0.41518,3.926,-0.85448,3.5031,0.6693,0.80132,0.46776,0.24094,-1.2351,-0.12076,-1.9781,-2.3313,6.2812,1.4275,
-8.585,3.2085,-5.142,4.2572,0.14675,5.0916,-4.863,-1.2198,-8.3918,-3.0056,-9.5722,-4.1196,9.1579,-0.58635,
-9.0342,4.9442,-10.6176,0.62733,2.0666,16.3557,-6.9813,-2.1105,-8.8522,-3.3072,-8.5159,-6.2826,-4.407,6.1977,
-0.056022,3.9246,-6.3656,-0.13321,0.73731,16.0972,3.3195,5.006,2.0428,1.9525,5.2514,-4.7003,-0.52719,11.8514,
-8.4886,-10.4109,0.042138,-8.5611,-4.8508,1.0314,7.6999,-2.7664,4.5716,1.1122,6.1414,-3.2133,2.6377,1.7401,
-8.4612,-6.0503,-0.92426,-7.0831,7.4918,2.2953,3.8634,-7.4206,4.2973,4.4199,1.4346,-0.61034,1.5156,0.67183,
-6.7487,-1.5899,-7.3767,-4.4894,5.3551,9.6294,2.4263,1.4603,0.42403,3.4318,2.5538,-2.7429,0.70128,-2.02,
3.056,1.6387,-0.90836,1.3238,4.7926,9.2924,5.8959,10.7724,2.568,3.9486,5.5334,2.0012,2.8286,-7.4422,
7.2112,3.9507,-4.2281,-4.0581,4.0233,1.5042,-2.1704,-3.853,-4.3348,-1.5907,-6.3675,-0.52922,-5.5361,-8.4417,
1.4763,13.8366,-4.4568,-2.3688,-2.485,0.45009,1.3343,-5.55,-8.8954,-3.9054,-7.9137,-0.49746,-6.6502,1.2238,
9.8237,26.263,-7.8046,4.7634,4.6542,5.9665,-2.3609,1.2907,-8.6024,-7.2863,-8.6439,-7.4573,-11.3126,-7.7679,
23.3342,38.7872,-10.9515,6.6466,18.4749,13.0805,-5.8349,3.8646,-10.2557,-11.9106,-10.2947,-13.0356,-8.9464,-11.8813,
36.0342,50.56,-11.4997,6.0068,31.4664,10.1261,-2.8333,-1.429,-23.7403,-23.4885,-22.451,-17.3147,-12.9893,-9.9632,
47.9721,61.6264,-5.0251,18.1799,43.6784,16.2674,1.675,-0.86128,-23.8824,-20.6329,-19.6581,-12.4194,-17.0307,-15.15,
59.1938,66.9669,-4.0007,17.812,45.7575,16.9786,2.2974,-1.5325,-14.9777,-13.8513,-4.3786,-11.9157,-10.4652,-23.641,
45.0369,53.0672,-6.4115,8.7898,36.9867,9.9341,2.4008,-1.6817,-17.6947,-16.1535,-7.6104,-14.3335,-3.8116,-16.1967,
