"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-64.8359,-31.5742,25.7899,42.1797,-96.6513,-69.6564,0.72313,-0.72313,6.5077,2.1694,14.2205,49.4101,-26.7537,-25.7896,
-62.1507,-27.9927,26.4118,40.3717,-86.7548,-71.5027,2.3669,0.52544,8.2865,-0.61221,16.5006,53.4353,-25.8715,-28.3397,
-53.3602,-23.1798,25.55,44.4572,-74.5598,-55.8843,4.394,2.6631,12.3688,-2.7446,18.6438,53.3624,-26.0067,-22.542,
-53.2922,-27.8147,28.1142,43.4768,-78.522,-49.3981,7.7457,0.81617,9.4572,-0.89285,19.2123,51.3661,-30.9539,-19.9845,
-48.6483,-18.4329,20.1609,41.3503,-65.1337,-35.8288,5.3528,0.28516,1.1771,-0.35723,11.793,45.8739,-29.5787,-15.4109,
-37.7757,-5.9988,19.6742,36.7001,-47.1257,-20.9049,7.683,1.9553,1.8296,-2.023,9.8803,37.5778,-22.7425,-5.5684,
-29.9653,-3.4695,22.1094,34.2571,-32.3673,-16.999,10.3555,0.15073,5.3353,-0.21441,10.9747,37.4923,-11.9778,0.30955,
-32.2649,-8.8051,16.2031,33.8887,-34.5229,-18.6306,8.0467,-2.5096,3.3279,2.4498,11.0391,36.4478,-7.6439,-2.8425,
-31.5341,-9,14.508,30.1681,-30.7643,-16.7897,8.7692,-0.67183,5.2974,0.61556,14.4744,28.7174,-10.3185,-4.3592,
-20.001,0.69919,14.6017,25.4661,-14.9388,-8.0694,10.6533,-1.1136,9.8002,1.0607,12.6419,22.6561,-4.8788,1.6871,
-27.9599,-10.43,21.9203,20.5637,-28.1425,-20.1187,13.8705,-3.4571,14.9967,3.4074,14.2935,27.5633,-5.0682,-2.2706,
-40.3824,-23.9042,27.1127,18.6066,-40.5539,-33.0116,13.7613,-1.5623,16.2662,1.5156,16.5693,35.3093,-18.5026,-12.0164,
-34.4646,-18.493,24.2809,21.1059,-27.7567,-26.0896,14.1409,0.70056,12.157,-0.74449,14.3701,33.9139,-23.418,-10.0903,
-31.1915,-12.804,24.9933,21.5266,-19.5837,-16.5706,17.3899,-1.0286,8.2942,0.98729,11.8208,31.6382,-14.059,-7.3156,
-34.6226,-17.8204,22.0476,20.2349,-30.942,-25.2174,15.3823,-1.9311,7.7964,1.8923,8.701,30.7039,-10.8053,-9.7691,
-46.6452,-27.3564,25.5451,16.1284,-43.1855,-37.8044,17.3515,-1.3332,10.703,1.2967,14.9278,33.2001,-20.2802,-14.9676,
-39.6287,-23.5457,25.2175,17.33,-40.2329,-28.9079,18.4797,-1.0121,7.8915,0.9778,12.8269,33.8595,-18.8223,-12.8644,
-23.151,-8.033,10.9303,19.4237,-23.719,-13.0735,12.3095,-1.1923,0.42838,1.1601,-1.1991,21.9456,-5.8826,-1.7284,
-7.6619,2.4515,7.623,12.7145,-8.1958,-5.1788,14.2221,-2.326,2.5717,2.2957,3.4523,17.0138,-2.3965,-0.90172,
-16.8433,-4.6852,7.4066,8.3362,-4.8117,-13.304,12.6457,-1.9455,4.5868,1.917,7.8247,19.6084,-6.8322,-6.391,
-9.0839,-4.404,5.0341,9.2822,4.6362,-6.721,9.4767,-1.8286,5.7577,1.8018,2.5348,15.5395,-9.7966,-3.5973,
-6.1287,-2.6937,4.2501,10.6535,4.8399,-2.4614,9.3902,-2.683,7.3405,2.6578,1.4186,14.1249,-13.0652,-1.4533,
-12.2686,-1.3269,2.3078,9.2912,0.93424,-1.5905,9.0679,-1.799,5.2129,1.7753,3.0206,16.4108,-13.0043,-1.125,
-12.2555,-4.8626,9.6412,8.0108,2.0834,-5.5925,15.5136,-0.96804,4.6591,0.9458,4.5267,18.0774,-12.4649,-1.2986,
-11.2792,-6.7402,13.6421,9.2173,1.7172,-10.8006,16.2698,-1.1509,4.1386,1.13,2.0857,14.3416,-19.1891,-0.49753,
-23.6179,-11.1563,11.8594,9.1462,-9.4731,-15.4552,13.3654,-0.11777,3.4081,0.098119,6.7811,15.4091,-19.0018,1.9424,
-24.129,-9.5228,13.0761,12.9358,-6.4944,-11.6356,15.9379,1.8175,4.1677,-1.836,8.7843,21.2332,-14.4872,-0.58445,
-8.5812,-0.51544,13.0147,15.2932,7.9953,-2.9836,19.0791,2.4315,4.1587,-2.4488,2.7138,15.862,-22.054,-6.0929,
-13.9713,-8.9204,18.7416,9.3142,0.16438,-11.2403,22.9958,1.0805,6.5605,-1.0968,9.0589,17.0797,-34.8308,-7.8965,
-17.4716,-11.7596,15.2067,6.345,-5.6303,-13.4584,17.7597,-0.91252,4.7206,0.89718,9.9614,22.8033,-42.9843,-3.5663,
-2.9259,1.4792,7.5456,4.518,5.7948,-0.1176,11.8736,-3.7501,2.9914,3.7356,-2.6876,16.6146,-35.5848,-2.8704,
5.4446,15.4904,2.7544,2.3187,19.5471,12.9049,8.7508,-5.9354,-0.08041,3.5115,-11.6854,8.3869,-25.7369,-7.5186,
19.2179,28.661,-11.5109,3.867,32.4742,26.2306,-1.656,-4.3741,-10.4398,-3.2068,-15.0817,-1.034,-24.9157,1.8507,
32.1648,41.0414,-21.0639,-4.0782,44.6258,38.7568,-9.7517,-7.486,-14.634,-13.6196,-18.5153,-15.072,-26.3132,6.56,
44.3349,52.6789,-25.3435,-14.1977,52.192,48.2416,-13.746,-15.9548,-16.8891,-21.7203,-31.1428,-28.2676,-34.1345,-7.0901,
44.6876,63.6181,-24.305,-14.792,42.3117,49.6855,-14.3676,-17.8899,-24.0708,-20.8992,-35.0589,-29.9462,-46.1864,-14.8595,
46.3448,73.9011,-8.8673,-0.88869,35.4345,47.6686,-0.0080973,-3.319,-13.9496,-6.6299,-18.8554,-14.0494,-54.3818,-0.47049,
44.2872,83.567,-13.3967,-2.0407,32.5853,39.747,-4.105,-7.6994,-13.3536,-15.6321,-19.5317,-11.1576,-46.5393,-4.5396,
42.3531,84.9401,-3.6748,-2.6414,24.6047,35.1928,2.1671,-6.5143,-10.3832,-22.6479,-16.1906,-13.6214,-35.3111,-15.5954,
35.7145,79.6028,4.0174,3.0609,21.441,32.8404,8.0627,-1.0619,-5.6627,-15.2634,-8.7113,-2.4402,-30.5412,-15.383,
30.6792,70.4882,-2.4903,5.2874,25.9393,32.7981,3.7225,-0.99807,-3.3947,-9.0451,-9.1529,2.0447,-23.4062,-2.4085,
14.7384,52.1589,-3.0639,-4.4297,10.2829,17.0917,-0.11618,-5.0357,-3.914,-13.0818,-5.4703,-4.1034,-15.9762,-3.9511,
4.3335,42.4013,3.6274,-0.066782,4.0017,11.4867,5.4342,-0.15423,0.41819,-6.2713,4.2579,3.1324,-4.6535,-6.3656,
-6.5314,33.1084,5.8202,5.24,-0.094649,4.049,8.9646,-1.109,1.8392,-1.0744,3.5204,10.6574,-1.964,-7.4296,
-5.8987,21.7218,7.1581,8.5409,-2.7402,0.67242,6.2575,-0.31941,3.416,0.67715,-0.30615,8.8127,3.2154,-0.47623,
1.6861,20.9007,2.3901,5.6183,3.6907,6.8988,1.5437,1.146,0.31875,-1.7738,-1.734,0.089039,12.1815,6.301,
2.067,18.2005,1.2827,1.4247,4.9157,3.1105,3.3792,3.4875,-3.0747,-4.5596,2.2265,0.083811,15.789,4.959,
7.4864,15.4211,1.4466,3.0263,7.7539,-0.20946,3.8994,4.0013,-3.6132,-5.4912,-1.5226,0.31964,20.8673,2.4922,
9.2065,10.3986,4.4932,6.4603,4.1553,1.0083,8.727,1.11,1.183,-4.4387,-2.1543,-1.3867,26.1229,1.1375,
7.9311,11.4618,3.9827,12.0983,9.4497,3.1171,8.4445,-0.1618,0.38896,-3.9313,1.5905,0.86582,25.7607,3.2385,
12.2758,17.5227,-3.005,9.9261,22.8621,7.2685,2.6353,0.32996,-1.0805,-0.32108,1.495,4.1884,26.6253,6.9007,
6.9599,7.5536,-2.1017,-0.55132,10.1623,1.7708,4.1643,-3.3051,1.6355,1.8675,3.0924,4.1782,21.4125,4.3174,
4.3729,4.931,-2.2166,-1.7235,5.9371,8.1723,5.1197,-0.45551,0.81426,1.9964,0.25551,1.7581,17.4764,8.6378,
-0.95091,4.3941,-7.6272,-6.1994,8.7144,13.2255,-0.24892,0.29495,-1.8857,-2.2208,-5.7854,-7.2652,17.6331,13.181,
-1.1349,0.51497,-12.2311,-7.9969,9.3965,13.155,-6.2599,-2.3742,-0.085438,-4.7389,-8.5716,-11.8908,18.7442,15.5235,
1.1023,-1.2032,-20.8973,-8.24,9.5558,15.9811,-13.838,-4.8831,-8.0343,-9.5161,-15.047,-18.1673,16.4145,17.2434,
-1.3741,-0.64892,-14.3409,-4.8535,10.4286,14.5402,-7.7052,-2.1798,-7.5521,-7.017,-11.252,-14.667,20.7321,18.6188,
-0.80969,-1.5741,-20.7113,-8.9008,20.408,15.1138,-11.5814,-8.7977,-10.9556,-11.4165,-20.2178,-19.0898,16.1137,14.1275,
2.1314,-0.033378,-24.771,-13.6689,24.004,19.9918,-14.2608,-11.1621,-15.6007,-15.5517,-22.8611,-27.585,10.8086,14.2439,
-0.16586,-0.27234,-14.8489,-12.6078,17.5023,13.7306,-9.3078,-7.8411,-11.0492,-10.5215,-12.5716,-21.8325,13.7753,12.6662,
8.5211,3.6003,-19.7426,-12.3334,27.5393,14.3529,-14.0518,-13.1553,-7.976,-6.5157,-14.2276,-18.5945,15.8412,9.9781,
12.8303,1.9385,-22.8964,-14.4859,31.6717,19.7587,-15.6191,-14.2942,-7.9794,-3.7146,-10.4814,-18.9251,17.783,13.7178,
5.0708,-3.2395,-20.3175,-16.7498,21.8177,15.9217,-15.887,-13.6775,-11.598,-6.625,-6.7193,-19.4768,16.475,14.1,
-1.741,-4.2501,-7.2882,-10.6832,8.216,2.192,-8.9081,-10.6876,-3.9126,-4.5404,3.5659,-12.7642,18.6199,10.1206,
-9.5906,-10.9851,4.9593,-3.0527,-3.1231,-12.0395,1.5084,-4.0207,4.7582,0.31169,14.6801,-0.18837,24.9744,2.0415,
-7.0869,-8.3979,1.7693,0.98671,-1.9715,-10.4735,3.3462,1.5231,2.5444,4.6314,11.389,6.0896,21.0657,3.8473,
-13.4104,-12.7143,3.1094,-2.4467,-12.9405,-13.2193,-0.22901,1.4317,2.3917,6.7639,7.3315,7.1705,5.7018,3.6164,
-18.8725,-16.7721,3.4048,-0.85388,-13.6103,-12.4264,-4.0717,3.274,3.6945,4.9118,6.4094,8.6682,-8.7404,1.9532,
-15.812,-13.3556,-1.1379,-2.2488,-6.0451,-6.8602,-1.8993,1.1493,-0.38368,1.7247,5.5428,5.7381,-22.3159,5.6925,
-15.8272,-12.5542,4.7149,-4.524,-10.0207,-14.6435,4.9634,-0.84789,0.60343,4.5135,7.6206,12.1425,-35.077,4.3869,
-15.8418,-12.765,3.95,1.5319,-9.4194,-17.1393,2.2553,0.64913,4.9057,6.171,5.235,15.2704,-45.5056,-2.143,
-16.8195,-12.9632,-2.0716,1.9222,-3.5518,-7.916,-0.7723,1.5743,4.6113,3.8725,4.9209,8.0872,-33.6162,-0.086212,
