"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-23.6207,-21.6925,-20.7282,13.4974,119.0665,-22.1745,21.2101,-85.3231,10.6053,5.3026,-5.3026,-38.5643,37.6,24.1026,
-14.0083,-17.9804,-24.7871,17.9902,123.4917,-11.685,19.9375,-80.6857,12.3791,8.8409,-8.8409,-34.3223,26.6669,26.5129,
-19.4348,-16.902,-29.5664,14.0182,118.9747,-11.9482,16.3311,-80.1831,9.7082,8.3104,-8.3104,-34.6731,20.2466,21.0657,
-32.3687,-23.3595,-21.7667,4.7412,107.7386,-23.5231,13.1819,-78.9875,8.4025,2.268,-2.268,-28.4951,23.6114,17.1504,
-25.7263,-18.5835,-18.5325,9.7599,108.0232,-17.2915,9.9808,-71.8379,12.2372,3.0962,-3.0962,-24.8572,19.7845,27.2086,
-10.0828,-9.7557,-23.2056,13.0302,110.2189,-3.7205,10.3463,-64.1534,13.4307,5.3206,-5.3206,-33.4887,7.9922,27.5043,
-13.2137,-9.8935,-19.6438,10.079,104.8104,-7.1129,11.4125,-55.2428,10.9378,5.7245,-5.7245,-30.2747,13.538,14.0437,
-26.5209,-22.5562,-12.4397,4.895,84.7835,-18.4963,11.9331,-51.687,6.1842,4.6581,-4.6581,-15.2014,26.8257,14.8883,
-29.1475,-22.4079,-14.8265,6.7707,83.794,-12.807,9.0477,-48.3448,2.1975,2.6911,-2.6911,-16.4587,16.419,20.9847,
-13.2986,-7.5659,-20.2037,14.5594,92.8664,-3.8436,7.0588,-40.1415,3.9941,3.0118,-3.0118,-24.63,1.9363,12.495,
-17.6829,-16.9943,-11.5197,6.6959,101.3944,-17.713,12.6608,-38.4561,6.8875,1.1439,-1.1439,-18.091,12.184,6.6836,
-25.54,-26.8207,-1.9104,3.6426,87.3568,-28.5813,16.9624,-39.7642,5.2694,-1.0939,1.0939,-10.0156,22.7811,14.7182,
-11.9562,-13.6423,-5.652,9.2089,96.2154,-12.8867,14.981,-34.0039,4.4711,-0.064161,0.064161,-9.4145,12.2555,15.2816,
-11.4796,-8.7262,-15.195,3.5949,99.7222,-8.0159,2.7537,-33.1687,4.444,-1.2654,1.2654,-11.019,1.156,1.1081,
-17.0578,-13.9872,-15.2476,-1.9235,85.5442,-10.9094,-4.1599,-33.5887,5.1417,-1.1895,1.1895,-15.6605,9.7638,-0.8861,
-30.1343,-27.1272,-5.6554,-6.1461,66.3115,-23.7522,7.1767,-35.9119,5.7973,-2.0822,2.0822,-16.6488,15.9266,3.9876,
-42.4263,-31.7663,-4.352,-7.2239,48.2328,-30.522,9.1564,-39.0599,4.0029,-1.4751,2.4394,-5.5268,8.7043,5.1943,
-29.7578,-19.4967,-14.4557,-2.2111,56.4256,-14.5907,-5.493,-36.4755,1.5936,-0.66368,0.60582,-4.9547,2.1565,8.4976,
-17.1261,-12.7828,-14.7932,0.57308,63.4044,-6.1229,-5.5251,-32.1176,2.7033,-2.3111,2.2567,-11.1649,2.2681,6.7829,
-17.0624,-12.0159,-11.0131,-1.3895,56.2257,-7.2018,3.4835,-34.0467,5.9151,-2.6544,2.6032,-6.6386,4.5426,1.0733,
-25.4389,-18.767,-10.1115,-7.3319,40.0775,-8.9391,2.069,-37.0658,8.6934,1.1201,2.6882,-5.0352,7.8852,-1.6424,
-34.2764,-21.2564,-14.5663,-4.7226,28.755,-6.2334,-9.865,-33.1544,6.0029,1.2941,0.83948,-6.902,2.8326,-0.82073,
-27.6405,-12.027,-16.8258,-2.2701,34.5015,0.16618,-9.9965,-29.9601,2.9912,-2.8809,2.4763,-1.4267,1.4573,4.7721,
-17.064,-12.9926,-7.8621,-5.7493,27.8521,-2.4949,1.4496,-29.8497,8.3553,-2.4671,7.8714,4.6849,7.3954,4.2448,
-12.4245,-14.3822,-13.8983,-4.199,18.7092,-1.6223,-4.181,-24.4433,10.5055,2.7426,-0.072715,-0.65785,0.92616,0.37472,
-17.2231,-16.6528,-13.7873,-0.81408,15.4175,-3.2122,-8.0275,-19.3615,3.8492,2.8186,-0.30932,-5.1981,-0.3347,4.9315,
-24.1433,-19.7507,-2.1138,-1.0057,7.9849,-8.0807,-5.3767,-19.4047,-4.335,-4.34,3.3247,-0.30649,3.3013,4.3951,
-12.572,-5.5505,-5.8438,5.8026,4.1309,6.5042,-8.9105,-14.3842,-1.6653,-2.1514,3.1252,1.6396,1.1745,5.5772,
-4.3459,-1.1201,-8.6262,6.6597,-0.69622,12.0188,-11.9913,-16.6544,-4.2164,1.5931,5.5888,-0.14551,-1.547,6.9298,
-1.4336,-3.2218,0.32727,10.3577,7.7815,6.2362,-8.6205,-15.414,-8.543,0.29248,1.6382,7.3353,-1.213,1.9345,
