"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
0.48193,-7.2308,-19.2819,0.96387,13.0154,-0.48193,14.4617,19.7639,8.6771,-9.159,8.1947,-1.4463,-5.7846,-3.8564,
-2.1983,-0.28928,-18.8481,3.5574,11.0294,-1.1761,13.8347,14.9628,9.3615,-6.4401,6.016,0.80991,-2.7862,-4.3481,
0.10298,-0.51312,-15.5483,7.9234,11.0903,-1.8287,13.2458,15.7521,1.3278,-3.4028,-0.85264,1.002,-8.1629,-0.47206,
1.3019,-1.205,-9.0716,8.6531,12.5943,-0.031989,11.246,22.279,-0.92079,-1.5112,-2.4885,1.6651,-13.2165,-3.0946,
0.25966,0.31333,-8.0451,7.1703,5.09,-1.958,6.2327,21.4244,0.098554,-5.7586,-1.857,4.4579,-15.3158,-6.2831,
-1.9251,-0.91076,-10.214,8.9092,5.9899,0.32861,7.546,18.9337,0.81554,-6.1365,-4.8791,8.2878,-13.1915,1.0833,
-10.2452,-8.8099,-19.4831,0.42092,2.0151,-0.41401,1.0677,12.254,-0.43868,-8.9018,-9.1661,1.765,-13.6053,2.2236,
-10.1127,-9.7273,-19.7601,-3.9429,-1.4801,0.57493,-2.3706,13.9291,4.4086,-8.3674,0.060757,2.6232,-12.3068,3.0542,
-8.783,-9.867,-18.3335,-2.5015,-1.6322,-0.18293,-0.54161,20.5652,1.4925,-9.0707,0.78047,4.1525,-12.2918,3.112,
-7.292,-4.9364,-20.1258,-1.8692,-0.088272,2.2384,-1.4728,21.2597,-0.04307,-9.0081,-1.1948,-1.399,-10.1078,0.51488,
-2.9978,4.0366,-16.026,3.0634,4.2556,8.3708,-7.6516,19.9839,4.78,-8.4679,4.1793,-3.2435,-6.609,-0.96204,
-4.505,2.1074,-12.895,7.4591,6.6516,9.0737,-7.4332,24.3287,3.7701,-9.6468,1.7596,-0.87951,-4.5255,-2.5913,
-5.4402,-4.0448,-10.9163,2.4321,4.0831,8.288,1.4487,21.1815,4.7489,-6.4171,-2.9255,-0.10361,-2.567,-0.26691,
0.18888,-2.3559,-6.4049,-4.9442,6.2487,6.8269,7.1463,11.234,9.2847,-0.729,2.5527,-0.097391,-2.4125,-0.25089,
-0.78655,-1.2504,-5.5389,-9.4685,10.2119,2.5607,5.7534,5.2571,6.7992,-1.6498,7.22,2.8007,-3.2323,-6.0206,
-2.4264,-5.273,-8.3398,-10.5874,6.9478,2.6482,6.1314,5.1828,4.2223,-4.2021,4.6174,4.3202,-4.2434,-3.49,
0.12935,-7.3667,-9.7676,-7.542,-3.592,1.5255,0.94278,6.8001,-0.3698,-7.8064,-0.96225,0.20456,-15.558,1.5401,
2.5317,-1.6225,-7.7353,-1.7873,-7.2333,-0.012788,-2.4882,12.6586,-1.7939,-6.8561,0.05981,2.602,-21.3734,7.2318,
-1.7178,-0.80159,-7.03,-4.331,-3.1836,-1.699,-0.16956,7.8015,-0.96311,-6.6855,-0.66691,2.2051,-16.9573,0.77258,
0.55492,-0.51252,0.38168,-0.45568,2.0691,3.4646,5.3842,4.6823,5.1207,-3.6328,-0.38593,1.3499,-10.8782,-3.8531,
-0.92487,-2.8921,-0.12339,0.053821,-2.3936,4.2208,5.0614,10.6681,3.367,-3.897,-6.6295,4.1612,-13.6002,0.71621,
-4.2438,-2.2367,-3.4904,-2.8419,-2.25,5.4138,2.3471,19.1866,3.6469,-1.7354,-7.1956,8.7318,-14.2304,7.9041,
-9.0506,-4.2714,-6.4143,-8.2148,-1.8743,2.9196,-2.8551,17.3127,3.1873,-2.354,-1.7024,4.1107,-14.0997,6.7067,
-9.7127,-7.1488,-6.2706,-8.9274,-5.377,0.57505,-2.925,12.1764,2.273,-4.8641,1.533,-2.1617,-11.5663,0.76092,
-2.1398,2.1984,-4.2069,-3.3299,-0.9568,5.6025,2.7943,13.1333,8.6443,-0.47463,0.23594,2.0656,-9.1853,-0.0078646,
0.63967,4.7176,-4.1955,-1.9248,2.716,5.0253,2.3857,14.5144,7.4027,0.75868,-3.8756,4.1108,-13.6954,-0.24836,
-2.7732,-1.832,-1.5336,-3.7375,2.0711,6.1701,3.6888,15.5717,7.9224,-0.73264,-3.1611,2.4179,-11.4274,3.6229,
-5.7398,0.4471,-2.165,-3.2723,-0.2223,9.8972,-1.1123,14.8784,10.0986,-1.412,-3.6943,1.5499,-9.055,4.1289,
-3.9496,7.6507,-2.517,-1.1482,-1.1737,6.4109,-6.8301,15.4315,4.1896,-0.36345,-7.3295,0.97455,-13.3324,1.4706,
-2.2661,3.3355,-2.3657,-2.043,-2.067,3.1339,-1.1179,14.0239,-0.39986,0.14052,-5.4433,2.3626,-12.0499,-0.063674,
-3.0947,-0.72083,-0.29583,-0.47435,6.7339,8.2483,4.734,16.0748,8.301,3.9887,0.18575,8.4871,-0.23987,0.90424,
-5.8013,1.2504,-0.76025,-3.3382,6.8121,6.7893,-1.8168,17.5202,4.9107,0.85709,-3.6816,3.6393,-0.70764,1.8141,
2.2595,4.0679,0.24969,-3.1379,-3.72,4.9357,-5.0822,23.2179,-6.9531,-5.9432,-8.2814,-1.3993,-5.4859,9.8999,
8.6319,4.0648,2.8858,0.66535,-8.5585,6.8087,-3.0901,23.0301,-7.7412,-8.2382,-8.9898,5.6741,-3.9514,14.3676,
8.1137,1.4105,0.78469,2.5539,-6.5985,5.4361,-4.3507,15.8635,-5.8307,-5.3335,-10.8603,11.6008,-5.6428,10.6133,
9.7963,1.5671,-1.4318,0.23123,-6.4438,1.4947,-2.4027,10.3322,-4.2758,-2.3622,-9.0036,4.879,-6.9912,2.5044,
4.629,3.1601,2.7517,-0.98725,-3.8878,-0.28194,3.2853,7.0614,6.3453,-1.4969,-3.8839,-1.9214,-1.5098,-6.5637,
-2.3972,2.9705,6.9249,1.964,1.1657,1.1812,5.4983,6.6372,14.1593,1.003,1.1694,1.5683,6.7755,-9.5443,
