"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
14.2207,-36.3947,32.0564,33.0207,-36.3947,-73.9947,8.9181,11.3282,-67.7282,6.9899,-28.2,-215.2359,-3.6154,3.6154,
11.9212,-31.319,34.9537,40.198,-34.6932,-72.9295,11.7574,9.6842,-69.9312,4.6423,-33.2567,-200.3936,-0.98837,0.98837,
12.8929,-34.0193,36.4717,36.5811,-30.4424,-76.5077,12.2571,4.5236,-76.5816,0.26617,-39.6972,-199.2162,2.2042,-1.2403,
10.4321,-31.2551,35.0063,27.8788,-23.0723,-70.23,12.2445,5.9394,-75.6019,-0.9551,-35.6281,-196.6632,0.38517,1.9676,
16.3137,-25.2824,41.3416,28.3752,-17.5908,-58.5446,18.0173,9.1985,-63.5942,-3.5489,-27.4651,-180.2839,6.8695,2.5724,
8.3455,-23.5243,38.6206,28.3599,-17.7402,-50.4522,18.1416,7.9237,-58.0911,-3.5769,-31.8425,-168.7438,13.9292,2.659,
7.6035,-24.2822,27.8674,19.6682,-17.3989,-49.1123,9.0991,4.7969,-64.0059,-2.6392,-37.404,-167.5372,8.5139,1.7764,
10.522,-25.2354,24.7489,23.3091,-14.909,-43.2733,8.5534,4.5089,-59.2014,-3.4449,-26.9648,-154.5927,1.7363,7.9365,
-1.6789,-25.1675,22.3001,31.5515,-16.4245,-34.4101,13.3428,3.2745,-53.7212,-2.7563,-23.4188,-140.0145,1.1502,11.3167,
2.2784,-28.478,21.4443,19.5353,-19.2955,-33.7918,10.6139,0.66765,-59.6567,-4.0369,-28.7623,-141.2546,9.7581,5.8172,
3.1058,-28.6975,17.2649,9.2039,-20.5481,-33.2105,1.7821,3.0379,-54.1493,-6.2051,-26.0725,-139.046,12.5468,5.9499,
-0.69596,-21.9139,11.6497,16.6058,-22.9304,-31.9408,-1.4579,2.6147,-42.4642,-4.1456,-25.231,-133.8365,3.3583,5.8343,
4.4075,-19.8762,14.0842,19.7069,-26.1341,-34.1219,5.1371,-0.67566,-47.3882,-2.2096,-33.5993,-136.6526,1.4696,3.7971,
6.7941,-15.5501,14.9264,13.4628,-21.4328,-28.9411,5.5518,4.4266,-53.9449,-7.1387,-30.3783,-130.1404,7.407,9.5948,
15.3048,-12.9299,12.8257,13.8605,-12.675,-21.1791,3.0497,6.8123,-47.5749,-9.3617,-20.6016,-117.7525,10.0958,11.6704,
11.7347,-15.2876,13.7432,19.5361,-10.7094,-14.3648,7.9282,7.6086,-46.4077,-8.0769,-22.0171,-111.4107,8.285,5.9087,
11.5128,-9.0677,23.0417,23.6668,-9.1028,-1.9335,13.7192,6.6699,-48.4437,-9.0383,-20.2139,-102.7976,13.5727,8.9284,
13.4733,-3.4624,27.6845,28.7541,-4.9414,11.9206,14.5831,3.1365,-37.1012,-5.3627,-10.5652,-92.5324,14.9273,17.3106,
4.2293,-2.5313,18.5521,31.1267,-7.296,10.9646,10.5751,3.1893,-30.7775,-5.2819,-16.4387,-86.7393,6.0779,16.031,
11.2061,-1.8973,16.9568,28.295,-4.4479,5.4863,8.9765,5.4083,-36.1617,-7.3754,-23.6473,-84.9094,13.4262,11.6949,
10.293,-6.363,19.5551,21.0539,-1.5297,8.7725,11.0892,3.3968,-39.5356,-5.2459,-18.1312,-85.8404,21.5385,13.6445,
2.4446,-9.3556,16.9355,15.9338,-7.2225,10.1741,11.8697,2.2286,-31.8608,-3.9668,-11.7406,-82.1362,12.5334,12.3439,
6.1541,-10.7227,13.0266,16.4238,-11.1279,2.3329,6.8189,4.9872,-32.3595,-6.6211,-17.3029,-79.1365,6.9609,8.7105,
4.0978,-6.4639,7.1836,20.9822,-9.255,6.2905,0.86641,7.3393,-42.7103,-8.8751,-23.2546,-79.4497,11.6047,10.3573,
10.8418,0.43184,13.2605,19.9642,1.1827,20.013,10.2144,6.658,-37.0142,-8.1016,-10.049,-75.4056,18.3802,14.3156,
14.0475,3.298,22.5875,18.7662,3.5217,22.7891,18.7604,5.2944,-20.6933,-6.6515,2.1231,-67.9892,21.1336,15.3846,
10.3126,3.1006,20.7508,21.0151,-2.9562,12.7451,10.8863,4.9767,-14.7517,-6.2524,-5.2347,-70.1762,17.9378,15.4259,
13.7912,-1.183,16.3723,17.1026,-0.60963,12.7033,8.5459,6.3654,-27.9666,-7.5644,-12.3926,-71.0273,17.1025,14.7413,
8.384,-1.8352,10.8102,13.4254,0.63201,15.5565,12.6124,7.6707,-33.399,-8.7978,-10.444,-63.6324,17.2812,13.6158,
9.0862,3.3366,10.8849,15.271,-2.5392,13.4179,7.2764,5.5232,-21.0309,-6.5827,-5.7198,-58.6094,17.9316,11.1117,
10.9512,5.5465,14.5702,19.6574,-0.45862,17.9154,3.9477,3.7455,-14.4664,-4.7415,-4.8944,-53.1644,17.82,11.4093,
6.6787,2.5626,12.9731,15.8268,-3.5644,19.974,5.88,3.7618,-20.1062,-8.0724,-10.6265,-51.6618,12.6534,10.4833,
12.0625,-1.448,12.1942,11.5023,-4.3148,16.8469,7.455,3.0541,-21.3104,-3.7317,-11.4354,-50.9726,15.2682,10.3362,
4.1084,-2.8071,8.0886,9.3664,-3.0916,12.4621,1.7055,0.46076,-17.6212,-1.0977,-12.1951,-47.4319,16.2808,9.7165,
4.8255,4.1098,7.1211,12.1786,-3.3885,16.5349,-1.2896,3.8073,-18.0104,-5.8523,-11.9458,-38.8016,15.7856,9.6152,
2.8488,-0.23418,3.5603,16.5096,-6.8002,17.7119,-5.7915,1.4097,-23.4372,-13.9368,-12.4341,-38.1605,8.813,2.0485,
1.2318,3.1546,5.7571,18.4113,1.3204,15.6851,-3.5156,2.2893,-22.5132,-9.7264,-10.2418,-38.7632,8.284,5.7822,
13.209,7.3036,12.6425,11.0396,7.9901,12.3339,4.8901,4.562,-22.1265,-3.8402,-9.6273,-39.3299,14.5358,12.6661,
10.4885,1.0806,8.5093,4.5929,3.6541,10.6297,4.5964,5.2524,-21.2808,-8.9126,-10.4959,-40.3443,15.1097,10.4596,
13.9568,1.7391,2.9377,0.21975,5.1223,6.8587,0.70544,9.0348,-18.7987,-8.6186,-10.5891,-38.1646,17.8188,11.5195,
13.8423,-1.0166,1.5562,-10.1573,2.1634,-0.54269,-3.9162,8.7337,-17.43,-2.0759,-12.605,-36.1157,16.0263,14.4437,
3.13,-2.6426,3.1502,-8.3428,-0.61752,6.4797,-6.3325,7.969,-8.9122,0.69994,-9.6794,-29.3693,10.9676,12.854,
8.2446,1.8543,6.8174,4.2091,4.7222,11.3936,-4.0246,6.0443,-5.0032,-4.1625,-3.7962,-22.7866,11.2736,8.7085,
5.5806,7.2867,3.757,4.6797,2.2695,4.2021,0.31445,5.4405,-16.0312,-5.5998,-9.594,-21.6606,11.8023,9.873,
3.318,3.9572,2.0858,-9.0985,-1.7229,0.093771,2.2242,4.6321,-24.7101,-4.7819,-17.6952,-25.6632,13.0223,9.763,
10.1081,-1.3419,7.504,-12.1682,5.3699,2.2571,1.3672,4.5954,-15.274,-6.1822,-11.572,-24.8467,15.3742,8.936,
7.0914,3.077,7.5356,-2.7611,5.5298,-0.77052,-0.16075,5.2834,-8.5728,-10.1497,-9.9137,-18.5353,12.5235,11.2923,
8.1125,6.7489,7.0838,7.5278,1.8239,1.204,-0.15122,4.9667,-12.8788,-7.1305,-11.7289,-15.4949,10.3262,10.6146,
-4.1848,3.2109,-2.2593,8.2814,-1.901,12.4597,-6.1677,2.0177,-15.2394,-7.4255,-16.0869,-13.8423,4.163,4.4341,
-4.4157,6.3923,-2.6061,1.9995,-2.7512,13.1584,-7.2439,3.3424,-6.1305,-7.9443,-15.1219,-5.299,3.4308,8.9884,
7.1775,2.8757,6.9507,-1.7359,-1.3809,8.2716,-2.7119,3.8652,-2.6292,-7.7086,-10.5989,-2.8117,9.7329,13.9931,
2.1673,-1.3946,1.9537,-0.42668,-3.4674,8.9803,-3.7543,0.98151,-16.21,-11.3437,-15.5068,-12.5254,7.4615,5.1996,
9.7499,7.366,2.3187,8.2759,-2.7773,2.1746,-0.6366,7.6714,-12.8272,-3.9143,-10.7199,-9.3634,13.2806,7.7795,
6.7548,6.4421,3.1439,6.8155,-6.4668,-7.5966,-0.11647,10.1036,2.0425,0.65912,0.046646,-3.0168,17.3045,13.0978,
4.4214,3.6454,-4.2754,-2.2704,-3.6686,5.3924,-0.10936,9.9795,15.2971,-3.2369,11.131,-5.2462,12.8919,9.9015,
1.7458,-7.6604,-16.0702,-16.2342,-4.8945,13.2638,-8.2977,-1.2244,0.2793,-17.022,1.3043,-9.2695,5.3697,-2.7435,
-1.2513,-3.3446,-6.4291,-14.6575,-1.7088,10.0576,-5.3895,2.2233,-13.8375,-11.1802,-7.9332,5.3866,12.2781,5.1337,
7.5007,5.533,1.6692,-4.1373,3.6962,0.29509,1.6825,8.3567,-9.8742,-1.3506,-7.4572,10.2451,14.9157,12.5382,
5.6044,0.3805,-5.6618,-4.371,-0.38175,4.134,0.13532,3.517,-5.4251,-6.572,-4.1175,9.6304,8.7185,7.4476,
-4.1319,-5.6679,-13.2759,-9.6524,-10.241,14.2498,-10.2367,1.1368,-9.197,-12.2034,-6.5218,14.5962,4.58,3.8677,
-0.75024,-5.0866,-12.2381,-8.3496,-8.4213,15.5642,-11.7919,6.13,-10.3324,-8.3377,-7.8175,21.1925,7.4385,8.6971,
0.98177,0.76197,-12.227,-4.7159,-3.8186,10.0509,-6.5048,7.4492,-2.2406,-1.8119,-6.1434,26.9106,5.7871,12.7548,
14.6613,9.152,-4.0214,-5.6381,0.025794,4.8684,-1.5351,13.5099,1.5091,8.1788,-1.6773,22.1623,9.5369,16.0865,
17.8787,9.808,-0.16494,-9.3974,-4.0733,1.9247,-4.5763,21.6171,-4.1253,10.8214,-1.8178,10.4685,15.4724,21.1471,
10.0576,9.7017,-5.9396,-6.423,-7.2032,9.5223,-6.2299,22.2487,-3.8775,2.4593,-1.7088,18.9994,16.4722,20.8426,
6.3207,1.1657,-12.573,-6.7608,-7.4942,12.0843,-8.9895,10.0672,-6.7782,-5.1602,-0.88323,29.6697,2.2276,9.2278,
6.1826,3.7472,-9.1674,-6.596,-3.911,9.19,-6.2808,11.6324,-9.0228,3.5855,1.8212,31.0229,-1.5213,13.2536,
15.4529,10.7531,-4.7606,-7.1642,-1.2661,8.6387,-5.9041,19.1295,-7.5172,9.155,0.26578,29.1616,12.0676,19.2071,
10.9101,5.5284,-3.2699,-4.5655,-4.3234,12.6999,-10.1294,12.4384,-1.0406,4.5084,-0.95523,28.1351,10.6205,12.0289,
4.953,4.7146,0.30037,0.5293,-3.1,8.0814,-5.6651,6.3896,2.8783,3.7558,-0.41587,26.4468,-1.5863,11.7892,
17.6709,7.8061,4.1388,2.4254,3.3527,-2.5267,0.94143,12.7547,-3.0793,2.0841,-3.7655,21.9676,3.3293,13.9741,
13.2366,9.2659,1.4799,5.1724,1.2233,3.8916,-1.5252,15.8458,-9.6432,-3.8255,-6.4318,23.5419,12.2885,6.8691,
4.2476,2.9253,-6.8037,-4.2971,-4.1526,9.4428,-7.2184,6.7003,-9.0645,-8.8985,-2.1894,25.0218,6.2489,0.67226,
8.8131,-1.1067,-9.2874,-12.2339,6.7015,4.5378,-2.4468,6.7803,2.5665,-1.6161,9.029,35.0897,6.356,8.3448,
10.2128,2.8163,-6.8017,-8.1256,15.9406,0.40915,0.59227,14.5684,4.3409,6.1939,8.4875,47.0843,7.9031,15.5571,
14.1792,-0.0039029,1.56,-4.9866,13.297,0.14352,1.7619,13.4532,-4.3556,3.653,-0.45774,47.7541,7.1878,12.9364,
4.8927,-7.9576,4.1175,-8.3029,8.8838,-0.58799,2.3791,8.0663,-5.2993,-3.5558,-1.6353,39.3452,5.5513,7.099,
7.4911,0.23271,7.2448,-3.9484,11.7251,1.8575,-0.17389,11.4391,8.034,-2.3785,9.068,41.8051,7.1463,7.1548,
15.7188,6.9674,13.559,3.0374,14.878,5.1203,-3.5377,15.573,21.0495,2.5849,17.6829,51.3481,13.9483,14.9207,
8.5092,3.6572,10.8174,-2.4474,13.5033,1.9209,-0.91518,15.1206,22.6787,2.4297,15.6577,52.1238,18.4142,16.9176,
6.3112,-3.5521,4.1426,-8.3263,11.9699,-6.6303,-0.13714,8.67,18.6667,-1.8134,11.585,40.5602,15.6219,4.5742,
4.4863,-2.8568,2.4477,-4.9342,12.698,-5.2683,-1.5752,8.1498,18.9929,0.70552,11.854,38.1266,10.8282,4.2997,
6.3867,0.93001,3.9881,-8.2536,11.213,-4.2291,-0.75753,13.6864,13.2738,1.8685,11.8657,45.7212,12.3477,11.9959,
7.9315,-4.9106,3.2667,-11.615,8.612,-3.9756,1.2161,8.5266,6.6926,-1.1361,8.2614,50.6907,14.0172,8.3834,
-1.2214,-7.9903,-2.2319,-5.1334,5.2029,2.0476,0.6611,0.78431,4.8451,-3.9602,3.4273,46.685,7.3917,1.614,
-0.42509,-7.2698,-5.2313,-5.5486,5.1318,5.0582,-2.5119,0.4964,-1.4712,-8.7841,6.355,41.2327,4.7787,1.7583,
-7.1485,-8.762,-8.2919,-11.4822,3.3776,7.1648,-4.7713,0.46616,-3.3114,-15.9701,8.8658,43.0971,5.9382,4.0629,
-8.6474,-4.862,-8.7584,-8.3833,3.1751,7.2169,-4.9671,-1.9721,3.6361,-17.904,4.4776,45.3318,2.6897,4.7829,
3.4406,-1.1956,-5.3404,-2.0952,8.2872,2.4456,-0.33077,1.5212,11.1309,-9.599,7.1014,47.4326,5.9028,6.9065,
-1.1043,-1.6059,-4.5381,-4.8622,8.754,-1.0755,-0.31081,4.3219,13.3552,-6.6128,8.6034,44.1046,6.0304,3.5999,
0.64919,-1.2686,0.31392,-2.8832,8.9519,3.0864,-1.0153,0.92952,12.313,-10.7955,7.3641,42.6634,2.5351,0.25044,
-0.11266,-0.46955,-0.42828,0.42327,5.2815,3.1422,-1.1953,-4.6699,3.1383,-12.317,3.3068,46.1292,-0.26807,-0.0055533,
-0.34721,1.7279,-3.0536,-4.6637,2.7953,1.7487,0.081331,-3.6667,0.29878,-10.8549,4.3136,39.2642,2.3992,-2.1743,
