"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-6.2667,3.3742,23.6205,41.4562,1.446,8.6769,-3.8566,-16.3896,-16.3896,-15.4258,35.1896,14.4615,-8.1949,-1.446,
-2.7573,6.3053,28.7112,46.923,-1.2918,20.4488,1.4365,-12.7552,-5.5243,-14.2588,40.5501,22.9938,-3.1235,-1.6002,
-7.8942,7.8554,30.3627,46.9999,-6.0348,26.9344,-1.0596,-12.4716,1.5558,-14.3674,39.5636,15.8298,0.43814,-1.9864,
-5.9748,9.7942,23.7203,43.698,-5.1908,19.0518,-4.8529,-10.7594,2.9087,-12.0595,43.4563,15.3619,-1.5163,-1.3853,
-10.4368,2.4578,15.0664,36.2551,-7.2897,10.6781,-7.9359,-13.0061,3.2164,-12.3001,39.4024,15.8862,-12.5128,-1.7843,
2.482,12.6742,18.2598,29.5006,-1.3087,10.2784,-1.9162,-10.0566,0.37182,-9.8748,32.9409,11.3177,-9.5929,-2.8821,
-2.0057,13.842,21.0206,29.1768,-0.2663,7.2511,0.12699,-7.525,-5.917,-5.9079,31.9288,11.1205,3.0342,-0.78143,
-5.9828,13.2524,20.9647,29.1134,-5.3115,2.2367,-7.8344,-4.9044,-3.3928,-2.9023,26.8796,15.033,-0.2813,2.8813,
2.0892,16.7958,18.2603,23.9919,1.7558,4.0305,-9.2927,-8.4662,-2.7071,-4.6561,18.0362,18.9515,-10.3876,-2.5944,
-11.5335,6.629,10.4162,15.804,7.4351,6.6812,-3.9145,-15.1891,-16.6447,-12.0895,12.1333,19.7426,-8.8,-7.7409,
-0.71835,16.8368,13.1655,11.9634,2.1685,7.7263,-5.608,-4.6366,-18.4176,-5.0974,17.1901,17.594,0.88729,-0.045877,
2.2168,19.2006,16.2319,12.2095,-3.7462,8.709,-9.1279,-2.4306,-3.2125,0.028671,21.4613,24.2511,-1.0946,1.8851,
-7.5574,10.818,8.0274,8.1027,0.8171,8.1863,-3.2778,-9.9973,4.0901,-7.2041,18.2452,32.9192,-10.6701,-3.5309,
-1.8011,13.0612,-1.613,-1.0603,3.6604,1.9107,0.77546,-11.8079,-10.2553,-8.2174,14.2582,29.9799,-9.5473,-6.2109,
-6.0316,10.3495,0.89364,0.44931,5.3692,-5.4345,-0.23516,-10.6172,-6.6272,3.8445,17.7413,31.0734,-0.77998,-1.5001,
-2.0542,14.3079,3.4916,2.1096,0.9492,-9.6882,-7.2109,-7.3291,7.8705,-0.48349,10.1689,30.8963,-7.2407,1.2414,
-8.9206,10.7981,-2.7437,2.2242,-7.0613,4.9931,-10.3935,-10.0226,6.7958,-12.7468,-0.32296,31.6938,-16.6884,-1.0025,
-12.242,17.3808,-2.5793,13.6597,-3.2634,18.7935,-4.9494,-7.0109,7.8341,-3.787,8.3733,39.4329,-8.4565,-2.3883,
-2.8306,28.3893,-1.9424,16.2148,-5.4779,30.6815,-12.3654,-5.6261,9.7744,-3.0776,2.5685,31.7645,-11.3233,-6.5836,
-9.8914,17.0452,-5.682,8.0108,-15.2724,21.1276,-19.818,-9.1452,9.1877,-11.0879,-8.1912,22.1461,-19.8027,-4.2602,
-4.2367,17.7092,-10.4028,0.5403,-15.5613,17.2084,-17.906,-4.0167,5.5034,-6.8077,-1.6741,19.612,-14.9991,-0.87151,
-1.5724,20.985,-11.7068,-1.9022,-9.8069,10.8733,-14.4215,-0.88367,9.9935,1.3135,2.2827,26.63,-11.6891,0.62704,
-9.4313,19.0035,-9.3172,0.38151,-8.4952,14.3187,-13.7972,-4.928,18.3119,-5.7547,-5.3256,28.6476,-14.6031,-1.0978,
-0.67072,25.0936,-4.9017,3.2507,-6.0573,20.6904,-11.5231,-4.1504,19.6233,-12.1583,-4.5241,25.9649,-11.3168,-4.8883,
-2.7996,18.0444,-6.2949,-1.5241,-6.4172,12.9411,-8.6625,-2.2141,14.8305,-3.957,-3.0479,24.1656,-9.4325,-2.9078,
0.019437,17.2032,-9.5326,-12.7604,-7.7194,-1.5737,-13.2045,-0.876,3.5768,-3.4782,-10.8187,11.8699,-9.1075,0.88208,
0.5002,16.1705,-7.5144,-17.2979,-6.7743,-3.8899,-15.7867,-4.6798,3.3622,-9.5364,-12.5797,3.9268,-7.1153,-0.6171,
-6.0373,14.9598,-6.8225,-10.234,-5.1625,1.4056,-13.1518,-5.6039,15.9349,-6.3127,-8.2095,14.0555,-9.8214,-0.82104,
0.59123,19.3641,-7.3773,-12.0303,-2.9248,-8.3204,-9.9528,-2.8577,17.8707,-3.524,-6.2709,17.5503,-7.7861,0.19232,
-1.8541,19.1664,-3.0785,-19.0215,-0.8209,-16.0156,-8.8734,-2.2041,14.3885,-0.90224,-6.3768,8.7843,-1.0522,3.0731,
1.6316,31.9962,2.4093,-19.326,0.19268,-8.7877,-9.7873,1.3026,11.597,2.0444,-12.7427,3.437,-5.3274,1.4424,
1.2927,37.0663,0.095145,-14.551,-2.9524,-1.271,-9.923,1.4654,9.214,-1.6937,-17.0398,5.3999,-9.5875,-1.2952,
-7.221,32.1907,-4.0079,-10.5449,-6.3906,-2.882,-11.9791,-2.2379,5.0457,-5.2075,-15.7764,10.6195,-10.217,-1.4585,
3.5766,35.321,0.81185,-6.2968,-1.9099,-1.9862,-9.5732,-2.827,3.5377,-0.79767,-16.999,16.9722,-7.9168,0.7982,
5.5309,33.4424,5.3427,-7.606,2.7843,2.7125,-3.4554,2.404,2.6023,1.9015,-19.1123,13.3026,-2.8627,3.8836,
7.1275,34.8106,3.5761,-14.3803,5.5095,2.0681,-2.2835,7.5627,-2.3739,-3.515,-17.0015,1.4174,-4.6189,2.2045,
