"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-3.3742,-0.48216,8.6769,11.087,36.6359,-19.2822,-3.3742,-8.1949,-0.48216,-3.8566,1.928,11.5694,0.48216,8.1949,
-4.618,0.51109,6.2281,7.5297,39.2585,-17.1609,-3.6537,-8.1852,-0.45323,-5.071,2.2947,13.7673,-3.4032,6.7394,
-3.618,-1.6887,7.5416,2.4982,37.6259,-19.2647,-0.30145,-10.8275,-2.1133,0.29446,3.3618,8.8439,0.41646,6.0936,
-1.4728,-3.5156,7.571,1.8664,32.9582,-21.9652,-2.6935,-13.5523,-4.3966,0.27679,2.1963,3.4925,0.39147,4.7641,
2.472,-5.2329,8.0811,2.7187,28.0882,-20.1654,-1.0856,-11.2929,-1.2403,-1.668,1.1002,0.39094,-2.5245,3.9963,
5.9393,-5.642,9.7652,5.2069,28.0899,-17.7504,3.0766,-5.5539,-0.92513,1.0834,-3.063,-2.7658,-2.1319,3.9973,
4.8596,-5.0625,8.4564,5.1355,28.0917,-17.4083,0.72288,-5.4617,-2.5568,0.29549,-7.9409,-1.395,-1.763,2.0702,
2.881,-1.6255,4.8157,4.1042,27.1293,-13.2305,0.9207,-5.8571,-0.23405,-0.9273,-0.95672,1.822,0.029785,2.1872,
0.53877,1.1233,5.2499,4.5811,28.1529,-10.7492,0.62426,-5.7464,-1.4251,-2.0767,2.7159,-3.3488,-2.6233,2.7791,
3.399,1.0559,13.1296,7.1983,28.3919,-12.5149,4.9251,-4.9197,0.10624,0.93994,-1.3035,-6.5223,-0.055799,5.5044,
0.061539,-2.6228,8.2445,-0.70543,24.5192,-15.8613,2.4605,-5.3474,-2.0693,0.64258,-5.3226,-8.7821,0.67091,2.0407,
-5.0038,-2.7064,2.6881,-2.8323,28.1098,-10.3304,-0.33826,-2.3755,-4.5962,0.84499,0.54036,-3.1935,0.87162,1.6773,
-6.1496,-3.0262,4.9372,2.1582,17.7463,-14.5306,-0.3182,-4.6433,0.018092,-2.098,5.3284,1.3367,0.81955,4.9513,
-0.47824,-0.91668,7.5333,2.9928,5.5941,-14.1409,1.1469,-6.2931,0.9811,-6.3107,0.18823,0.29192,-1.158,5.1359,
5.8177,0.58481,4.6714,-0.56102,18.756,0.80756,1.0783,-6.3972,-1.4881,-2.5573,-1.751,1.7209,-1.0883,1.9359,
7.3963,1.0317,3.4268,-0.04543,26.3073,7.869,-2.8427,-12.2804,-3.327,-3.3682,0.76416,2.0996,-4.8799,1.3374,
6.712,5.0671,8.2828,6.9472,15.3293,0.88938,-2.9131,-12.7484,-3.3684,-7.2635,1.4412,-2.6057,-6.2739,1.4986,
6.791,2.8351,8.75,8.9407,7.6609,-0.61001,0.15393,-7.163,-3.6484,-3.9354,-2.5014,-1.0033,-2.5232,-0.037829,
