"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
12.2925,-2.6511,4.0974,-3.6154,16.1489,-5.0617,-9.8819,-3.6154,2.6511,17.5947,-19.041,14.2207,-3.6154,23.8617,
8.4215,-2.2511,-1.6921,-6.5315,8.1901,-2.5884,-6.1555,-3.1575,4.6616,14.3699,-13.8012,11.1983,1.6632,27.0093,
9.603,0.5351,-1.3496,-7.3454,-2.1837,0.21804,-1.2069,-2.2452,8.4788,13.2667,-9.3577,11.7312,6.1427,24.1834,
3.7246,-0.46088,-4.1607,-5.9403,-1.0884,0.20495,-3.5451,-1.6281,7.0062,12.9526,-12.6526,13.4375,2.3997,15.0196,
-0.11453,-4.0489,-0.77779,-8.2352,-0.29992,-1.9767,-0.68106,-4.1817,8.2729,9.0422,-9.7245,5.6416,4.907,9.057,
-1.0715,-5.7341,-0.24919,-8.2231,-0.76386,-1.3757,-2.086,-3.9308,3.9206,8.0178,-6.7305,-1.9277,4.6126,13.8162,
1.6441,-3.2207,0.97082,-5.0783,-0.47729,-2.4987,0.69049,0.40262,6.3362,7.2955,-4.1577,-6.3916,6.9872,14.6743,
5.6428,-4.2327,1.6359,-8.871,1.7205,-5.4823,-0.074299,-0.34489,4.7512,3.2423,-9.9338,-5.7671,4.3988,8.7326,
9.8837,-3.7376,1.2966,-6.6517,8.6069,-2.0196,-4.1674,-2.4936,-0.59579,5.2172,-15.3635,2.0509,-2.8548,12.3058,
10.2546,-3.9957,6.5214,-1.4319,8.091,-3.3447,-1.5068,-4.7541,0.40429,6.8324,-15.4056,3.3741,-6.058,12.0493,
9.1576,-0.3813,5.648,0.10002,9.0515,-2.1799,-0.93468,1.316,-2.5123,9.3147,-15.9273,11.3662,-5.2123,13.2548,
8.6079,0.60568,0.48862,-1.352,7.5443,-2.5313,-0.39644,-0.69143,-1.3974,10.2019,-13.0437,15.5051,-2.9716,11.4954,
6.6452,-3.2871,-0.02263,-2.2352,3.7172,-4.3076,1.0736,-9.3266,1.0965,8.6259,-8.8866,7.8259,-5.2035,8.8775,
5.0414,-2.8491,1.1838,-3.3062,5.6636,-2.3617,2.2143,-4.6699,-3.0664,4.9751,-6.6664,1.813,-6.0963,14.3706,
6.6676,-4.6059,2.0771,-5.036,5.3238,-2.7019,3.0457,-4.3892,-3.8467,-4.0005,-9.1585,-2.6346,-4.2843,11.0983,
7.4724,-2.1608,0.74717,-2.0827,8.6198,3.9677,-2.6806,-2.921,-3.8569,0.33685,-11.7425,4.5134,-4.2686,7.2989,
1.9628,0.13844,0.46137,-5.0908,5.9334,4.9349,-3.2427,-1.0585,-3.3845,4.4144,-9.3507,2.5553,-2.8072,7.5838,
3.5318,-0.59322,1.6385,-4.5444,2.9259,1.5053,2.0131,-2.6823,-0.52988,-0.43016,-4.6923,-6.0336,0.49469,8.3341,
5.9714,2.5759,-4.0034,0.78996,5.4019,10.815,-1.2412,0.12978,-1.7034,-2.5735,-5.1337,-1.5743,-0.25835,9.5213,
2.4797,2.1803,-0.62971,-0.46273,2.4262,12.3353,-2.8535,-0.60091,-2.8065,-4.1063,-7.9591,2.1356,-1.4477,5.8165,
-0.32043,-0.6018,2.0594,-1.64,4.45,8.4619,-4.3697,-0.80605,-4.807,-0.72669,-7.7223,4.1764,-5.9403,7.6369,
-0.30121,-0.5657,-0.47429,-0.57731,4.183,9.4004,-1.215,-0.75723,-1.6265,5.1015,0.4538,6.3364,-4.6196,8.1426,
-2.4521,-3.665,-3.0972,-5.1222,-4.9858,5.2212,2.4731,-3.3631,-1.2877,-1.2299,0.18583,-2.4797,-4.5836,1.6287,
-1.3411,-0.071117,-0.98314,-1.9228,3.5081,8.2819,2.3247,2.1409,-4.103,0.77161,-3.6822,4.4175,-4.3086,8.2794,
-7.0454,-4.4049,0.52188,-6.146,-2.4868,4.8927,2.1854,-3.29,-3.3747,0.72554,-7.3174,8.973,-2.1221,1.034,
-6.3815,-2.9356,0.73177,-11.803,-5.9532,4.8404,3.7413,-2.8514,-1.9671,0.92321,-6.6376,10.604,0.65653,-1.1974,
-2.3832,0.85597,-4.8558,-11.8177,7.1784,5.7548,3.7578,-0.9931,-3.0539,1.1088,-5.516,10.2087,-2.034,9.2387,
-2.7224,-5.4621,-4.0827,-9.1807,9.6395,5.8917,4.0145,-4.3082,-2.8709,-0.88617,-4.7033,10.0779,-6.7329,6.2741,
-5.4511,-3.6881,-0.46329,-2.3629,1.3489,11.3227,1.3635,1.2529,-3.6625,4.4696,-3.4568,15.2583,-7.2928,0.59496,
-8.4987,-0.57456,1.4929,-3.1852,-3.0706,4.8586,3.2096,2.1419,-2.4791,5.1656,-3.7316,10.0042,-2.9986,-2.815,
-7.0247,-1.5042,1.4031,-6.3683,8.2006,4.0853,5.9094,2.0136,-5.2222,4.8559,-2.0616,6.5117,-3.3008,1.6925,
-7.3259,-3.5833,-0.84999,-5.745,10.3599,11.3118,2.9035,4.0617,-5.632,4.8052,-0.73241,8.7723,-4.3078,5.6885,
-10.2608,-3.8503,0.16487,-7.3285,-3.2767,9.1873,1.7654,-0.52033,0.49049,1.1429,-4.5449,9.6922,-2.1212,2.9371,
-12.0555,-1.2089,-1.291,-4.9608,-3.5622,9.1178,2.1416,0.47499,1.9071,4.4486,-5.7187,12.4849,-0.54787,4.6888,
-11.5733,-4.2696,-2.9006,-6.3506,3.1592,6.4018,5.6283,0.20529,3.4797,2.9766,3.0604,2.336,0.69007,2.72,
-6.5402,-0.15705,-2.2446,-4.5233,6.3437,3.6071,5.7726,-1.2528,2.7889,3.2799,6.2512,0.26768,1.613,1.593,
-4.7017,3.7085,-1.6278,1.0505,7.8915,9.1755,4.944,1.2322,0.69364,8.3856,1.0556,11.3386,3.4442,5.3535,
-8.5172,-2.5393,-0.80698,-5.5198,2.3565,3.5635,5.371,-1.0106,0.89276,5.2311,0.75111,8.9713,2.9968,1.4171,
-7.2828,0.26416,-3.892,-9.7684,1.4918,2.1444,4.8073,4.1112,-0.36564,6.1225,4.8034,8.1916,1.6117,6.3938,
-5.3998,-1.6801,-7.9971,-13.0384,0.43818,2.9798,6.4473,2.4185,1.1023,4.3092,4.0335,3.8439,1.5152,5.0461,
-3.1476,-5.9176,-4.1428,-14.1848,5.7145,0.87283,4.6142,-5.4394,3.4463,0.19376,2.3452,-0.24307,-1.4682,-4.8981,
-0.54865,-2.6701,0.44409,-8.9949,12.1206,3.2306,0.96289,-1.2566,0.82941,0.66452,-1.6519,3.146,-3.7903,-0.26545,
-0.27453,-3.7154,1.6225,-9.6603,-0.41702,-0.57844,3.5564,-3.8325,-0.90781,-3.4729,-6.6142,-3.5505,-1.3939,2.4018,
0.70581,0.84633,-1.8493,-9.0807,2.9825,1.3845,4.3069,-3.1206,-0.37095,-0.37203,-1.879,-8.1582,2.0642,-3.045,
0.42249,1.0365,-5.3538,-10.223,12.6854,0.57803,3.8075,-0.76425,-0.10772,-0.10875,0.88479,-8.874,1.6994,-13.7085,
0.8793,-4.81,-2.6217,-9.6094,10.4783,-3.7947,5.0256,-4.5746,-0.58342,-7.8148,-4.9526,-8.3413,-3.2231,-7.5831,
3.96,-2.8347,-4.1516,-3.4897,10.0906,-0.91596,1.5906,-5.9873,-2.7176,-7.5873,-5.3784,-5.1893,-4.2345,1.7895,
5.1682,-0.73638,-2.9387,-1.3521,7.0745,-4.2355,-0.43307,-6.11,-2.5545,-3.7576,-3.128,-4.8784,-2.5347,-10.8514,
4.3762,-0.6922,-0.35223,3.5497,13.8809,0.83938,-0.88902,0.52311,-6.7396,2.2524,-7.7605,8.4297,-7.2028,-0.55888,
4.5958,-1.6148,-1.7771,6.711,18.3509,8.0196,0.12842,1.4558,-6.8174,1.6351,-7.7771,14.1907,-8.6991,13.5747,
4.0793,-0.79475,-2.3936,1.7292,7.8501,7.2977,-0.60242,-5.6212,-1.3469,-4.0064,-2.2485,3.4575,-6.4897,2.7575,
0.21867,3.8322,-4.4192,0.41973,5.2095,9.029,-0.80724,-6.0068,-0.060764,-3.0431,0.055087,-0.36578,-4.8955,-3.4335,
-0.51758,1.9153,-2.949,1.6001,4.1738,7.2822,6.7128,-2.5131,0.66601,-2.1374,-1.1533,2.3075,-2.4324,-0.094208,
-0.48629,-0.60998,-5.1824,1.5038,2.9592,7.327,2.9358,4.8683,-3.7125,1.3651,-4.9402,10.364,-6.625,9.0702,
