"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-11.5692,-7.7128,13.0154,-7.7128,76.1643,9.159,38.0819,-0.48193,-1.4463,-5.3026,0.48193,-10.1229,8.6771,5.3026,
-12.5625,-6.5273,12.9572,-6.0449,76.1735,11.7427,35.5558,-0.69421,-1.1183,-5.7076,0.69421,-9.7567,7.9153,3.779,
-14.7008,-6.1352,12.6621,-4.7179,75.46,13.9307,31.4947,-1.1345,-0.56926,-7.2934,0.65256,-11.0995,5.5122,0.17823,
-7.3113,-2.6341,12.6253,-1.7838,83.2244,21.5305,29.846,1.1027,-2.2223,-7.0967,-1.0738,-8.2644,3.4942,1.8548,
-2.2931,-0.78859,11.627,-0.47166,89.5589,26.7464,26.8497,1.7597,-5.7042,-7.876,-4.625,-7.0454,0.63323,1.9842,
3.1472,1.1869,10.9294,1.0029,95.2726,32.3725,24.2749,3.1004,-8.2544,-8.8497,-7.2396,-5.6583,-2.2968,2.3476,
5.6097,0.39257,7.6223,-0.26234,97.9926,35.0096,19.2032,1.2269,-13.3026,-11.9339,-12.8305,-7.0063,-7.7029,0.037313,
9.3702,1.0921,5.4775,-0.005863,101.9948,38.9344,15.8816,0.91209,-16.602,-13.8692,-16.1587,-6.8271,-11.3383,-0.68806,
12.4236,1.7497,3.9438,0.23568,106.2392,42.1422,12.7593,0.61663,-20.1854,-15.2064,-19.7683,-6.6582,-14.2732,-1.3699,
15.5346,2.1267,2.2614,0.22154,109.5058,45.3982,9.5836,0.57963,-23.3126,-17.1861,-22.9205,-6.7407,-17.7551,-2.2516,
18.6999,2.722,0.92042,0.44922,112.8178,48.6999,6.8395,0.30389,-26.0112,-18.3241,-26.125,-6.5772,-20.7871,-2.8398,
21.6757,3.282,-0.82204,0.66323,115.9307,51.8034,4.2599,0.044684,-28.5483,-19.8762,-28.6549,-6.424,-23.6377,-3.3923,
23.9901,3.808,-1.978,0.8644,119.3387,54.2388,1.8347,-0.19896,-31.4147,-20.8528,-31.5153,-6.2795,-25.8349,-3.9122,
26.4071,4.0615,-3.3051,0.81254,121.8194,56.7691,-0.68549,-0.18703,-33.8682,-22.4941,-33.9627,-6.3847,-28.6231,-4.6413,
29.1615,5.264,-4.5531,0.76379,125.5974,60.1118,-2.5726,-0.1758,-36.6568,-22.5903,-37.7095,-6.4835,-31.244,-4.8448,
27.6525,8.5634,-0.18277,0.95916,103.9616,57.2283,-1.6951,-0.40645,-26.9858,-15.2096,-31.3498,-4.4075,-23.3441,-4.7953,
25.9934,10.9421,3.6846,0.90161,83.6239,53.7946,-1.1114,-0.38206,-18.1358,-8.5124,-25.6125,-2.6968,-15.6765,-4.5076,
