"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-12.2923,-25.3077,6.5077,-18.5588,48.928,-1291.1745,-3.6152,-8.9178,4.0976,3.6152,-8.9178,18.0769,6.5077,8.9178,
-15.1702,-25.9586,2.0199,-22.025,43.3412,-1227.804,-2.1934,-11.5163,2.1645,6.5318,-5.2497,15.787,7.3221,5.2493,
-14.0188,-27.0522,0.69364,-23.3548,54.8407,-1168.2357,6.856,-13.9585,7.0961,9.2731,-0.35524,8.8144,9.0521,-2.5373,
-10.2851,-24.4648,3.5445,-23.8815,65.6503,-1084.0416,11.7477,-12.1567,10.5267,-0.92424,4.0049,-2.8017,12.8478,-4.3132,
-14.7297,-23.2378,-1.73,-22.6896,60.0245,-1004.8991,6.4634,-9.7403,3.8698,-5.4478,5.452,-1.4285,11.8357,1.4894,
-15.0512,-24.9773,-6.2058,-24.4617,57.6276,-930.5052,3.4238,-12.7715,-1.4243,0.90435,0.06299,8.5394,4.1359,3.569,
-4.5074,-16.73,-2.4592,-17.6916,66.2213,-860.5749,3.7005,-8.1486,0.58957,12.9014,-2.3511,22.127,0.51311,12.996,
-4.7191,-19.1006,-1.8295,-15.1838,49.7148,-794.8404,0.58619,-11.5163,1.5178,11.6452,-6.5486,24.5351,-1.4456,15.1086,
-9.497,-21.5698,-0.99658,-13.5497,32.6319,-733.0499,-0.65404,-11.0661,5.5243,9.7414,-2.0581,17.5196,1.7744,12.5151,
-15.1941,-19.7934,-4.7934,-16.5931,22.8405,-674.9669,-4.9533,-7.0279,6.6394,5.7827,4.3321,7.3091,4.5602,2.6049,
-14.0413,-16.9186,-0.89014,-18.7307,21.7112,-620.3689,0.4053,-6.365,12.2663,-0.59006,8.6517,-5.9036,13.2044,-6.9512,
-7.4142,-10.1189,3.9837,-13.2686,22.8189,-569.0468,8.094,-3.0908,14.905,-3.4469,12.4711,-17.6005,21.5714,-2.6779,
-3.595,-8.0658,7.601,-8.134,30.6087,-520.804,12.9109,-1.9414,12.5644,-6.1325,18.9536,-19.919,20.7589,0.37514,
-6.9946,-9.7507,5.94,-11.7432,30.9417,-475.4557,8.5212,-2.0658,6.7492,-3.5953,11.7907,-9.8057,8.6675,-1.8166,
-12.3595,-9.1659,-4.0574,-13.9309,20.89,-432.8284,-2.5954,-1.4599,4.8979,2.8874,-2.8965,-1.0227,5.2549,1.1849,
-8.0028,-9.821,-3.091,-12.8541,20.3595,-392.7587,-0.27053,-9.3263,10.6296,1.9908,-0.55352,-3.6124,13.8577,-2.984,
0.67256,-6.8216,4.8072,-6.2983,31.6714,-355.0932,3.1202,-8.2845,6.1355,-1.985,5.2647,-4.36,8.6879,-5.2151,
3.5243,-5.448,6.4474,1.3107,30.2535,-319.6876,4.8611,1.8535,3.3572,-5.2404,1.5744,-6.5085,2.3821,0.40044,
1.1437,-6.3264,5.8191,0.026524,18.074,-286.4063,6.7386,4.8758,8.217,-8.5414,0.75657,-11.1797,8.2647,2.5456,
-4.4686,-8.5982,0.89048,-7.4469,7.5893,-255.1219,-0.65533,3.3782,6.037,-8.2696,2.8806,-4.4831,7.0457,1.6697,
-7.3335,-15.0719,-3.7425,-11.5793,1.5906,-225.7146,-4.2317,-1.404,4.4697,-0.78383,1.5027,9.0425,0.59715,4.2208,
-2.7964,-11.0343,-3.2767,-8.2335,12.8231,-198.0718,-1.8084,-3.0072,2.5141,11.0731,-4.6133,19.8279,-1.1257,12.4035,
-3.3515,-8.685,-0.91096,-7.0164,4.1,-172.0874,-3.3871,-2.5858,0.67644,13.5422,-5.5418,19.8435,-0.81717,9.4901,
-11.5865,-16.1179,-2.5435,-6.8366,-10.246,-147.6622,-10.6557,-6.0461,-0.56944,10.0781,-0.62951,13.1088,-3.9016,-1.4436,
-9.686,-11.5354,-3.1138,-1.8466,4.4688,-124.7025,-5.919,-7.8525,-3.1868,9.7149,2.0594,2.9223,-2.4622,-1.598,
4.9951,-1.2023,3.8215,-4.6284,18.3006,-103.1203,8.5362,-8.8276,2.789,-3.8835,1.4539,-11.353,4.4339,-3.9122,
13.9747,2.0033,5.2794,-2.6634,31.3026,-82.8331,9.591,-5.6464,6.7194,-13.5324,-0.3206,-24.7719,4.8913,-5.8466,
9.0389,-2.2145,0.86528,3.5219,27.2553,-63.7631,2.9895,-2.1741,5.111,-5.731,0.42154,-9.5468,4.8388,-0.43461,
-0.66272,-10.2766,-0.15073,-6.3306,17.907,-45.8373,2.328,-9.7567,0.94771,-3.4587,-3.9423,-1.7433,0.20988,-0.40831,
-7.3716,-10.6241,-1.1058,-11.7351,15.8684,-28.9871,-1.1859,-8.6891,-1.0371,-1.8052,-8.0439,2.2179,-3.1769,-3.2761,
-11.5086,-6.8531,-1.2804,-6.4515,6.9626,-13.1479,3.465,-3.1063,9.3894,-0.0096484,-0.08942,-2.9769,8.3419,-4.7668,
-9.613,-4.7549,-1.9267,-3.8952,6.786,1.741,8.8005,-0.26885,15.3333,-1.2141,9.3157,-13.1624,13.8667,-0.86556,
-7.1081,-7.8441,-0.84701,-6.554,6.3786,15.7365,6.344,-1.2168,9.1109,-2.1054,7.7927,-13.337,5.8041,-2.2597,
-8.6098,-11.7118,3.0604,-6.1606,1.1754,28.8924,3.5535,-6.9284,7.1182,0.4313,-1.8337,-2.4134,0.63534,-10.319,
-10.0212,-9.0806,1.4305,-0.97022,2.0692,41.2588,0.4482,-6.0305,3.7991,11.0107,-5.0981,11.7112,1.5615,-5.3611,
-12.3124,-11.9103,-1.5476,-1.8763,-0.46527,52.8833,0.90301,-7.5969,1.6427,14.6882,-1.8999,11.4902,2.9139,-5.5216,
