"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
28.9231,48.2051,33.2615,76.646,-47.7234,-41.9385,-19.7641,-2.8923,37.5998,-6.7487,30.8513,-63.1489,-15.9077,2.8923,
23.3316,40.0103,24.0352,59.514,-37.1467,-44.7247,-22.4344,-5.1291,27.1493,-3.4515,18.8771,-52.1289,-21.22,3.6828,
13.2541,27.9683,15.3622,41.9634,-38.2926,-47.3438,-24.9452,-6.2676,16.3613,0.13007,9.0674,-49.4833,-32.9622,0.087425,
11.495,19.5418,9.6198,31.2509,-33.1025,-42.0928,-21.0379,-8.7836,15.8616,8.317,12.3797,-48.4425,-21.8254,-8.1125,
13.4569,15.7182,8.3197,26.7248,-19.788,-41.7364,-14.232,-12.354,10.8125,7.577,9.9502,-40.4743,-25.0952,-7.3848,
13.3721,13.57,8.0617,14.2752,-7.7546,-38.9913,-6.8704,-8.9614,8.9587,0.61466,-1.0109,-28.1639,-31.5435,-0.43401,
13.0522,8.417,4.6855,0.40331,-2.4691,-27.493,-5.9762,-6.0136,5.5287,0.095849,-5.2891,-21.6536,-19.528,2.0022,
7.9305,4.0558,-3.7901,-4.9233,1.0537,-22.9509,-3.2073,-6.1349,-5.4081,2.5005,-4.4895,-15.5339,-11.6071,0.436,
10.8287,3.812,-6.4557,-10.8949,15.0905,-16.7536,7.108,0.49967,-7.0118,0.90417,-5.6664,-2.0688,-6.5724,1.3737,
19.0972,9.1272,-1.0065,-12.8925,26.839,-7.3125,8.851,5.0497,-9.7244,-1.8014,-8.4597,5.0454,-3.5267,-1.3596,
19.1565,12.1952,2.1872,-15.2522,25.4694,-8.0788,10.4888,4.9874,-15.1667,6.7426,-10.6034,10.2861,-4.0383,-2.4831,
6.9201,6.6425,-2.2826,-23.4963,21.5309,-11.9326,12.7518,2.2778,-15.2208,7.3021,-14.3058,11.1149,-8.6164,1.0401,
-0.48476,3.1107,-5.2789,-21.8454,23.8547,-5.1909,8.3715,2.3824,-10.21,2.7664,-13.6882,8.761,-12.197,4.111,
0.74893,-1.1735,-6.1672,-24.6322,26.5205,2.1102,10.0381,3.9264,-12.2487,8.1438,-15.5182,11.3686,-3.9936,1.213,
4.0787,-1.5848,-9.1714,-34.7232,32.6423,2.4658,18.5951,5.1369,-18.7448,6.6911,-21.3358,15.9894,10.346,-0.7882,
1.9058,-5.828,-12.9599,-43.7271,30.6838,-0.092301,12.6587,1.9366,-20.9941,2.9156,-21.5019,17.9221,11.051,0.22342,
-1.5833,-10.2993,-10.7363,-37.2473,17.2734,-3.4614,5.1505,0.85629,-12.9858,10.4532,-12.0169,15.4007,1.7111,2.138,
1.8866,-5.3426,-4.789,-20.9124,10.9348,-9.0379,10.1446,0.80491,1.2907,8.3802,-5.0289,0.37669,6.4291,4.4203,
3.7014,-3.576,-0.6455,-5.5577,14.1348,-16.6905,10.5,-5.5097,11.3364,-5.6202,-2.7992,-13.7459,0.74095,9.9399,
-2.7872,-5.7715,2.2857,7.5505,5.574,-29.7891,-1.6996,-15.7844,8.728,-12.9957,0.74323,-27.0212,-13.4035,1.1483,
3.4054,2.5287,14.9228,21.1974,-4.1607,-38.7275,0.57174,-12.6684,10.3737,-14.8673,12.5085,-39.4999,-5.4894,-1.5719,
-1.8604,5.9922,16.1968,34.0256,-18.011,-40.5015,-2.1139,-15.5235,17.2229,-23.8574,17.3019,-51.2299,-0.098583,1.6557,
-7.0514,17.6837,20.0453,46.084,-23.7995,-30.3586,-3.9153,-7.3612,30.2895,-12.3026,30.3638,-47.5535,-5.8772,9.2691,
-6.6281,19.5155,23.6631,57.419,-25.2636,-28.0549,-8.0189,0.79299,36.0644,-7.2259,39.5087,-44.7002,-8.4167,4.8568,
-5.7483,18.3443,28.0281,61.2047,-24.7121,-26.8538,-8.5018,0.26325,31.0083,-12.5772,35.2097,-45.3927,-3.0914,5.0476,
