"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
83.8771,461.8053,73.2718,54.9537,-90.6258,11.0872,98.8207,-24.1026,15.4255,-11.0872,-39.0463,-80.5026,-272.359,-30.3692,
77.6394,438.1946,65.7422,39.8466,-71.0882,14.5196,86.8657,-28.1999,13.295,-13.5552,-34.0519,-88.9286,-242.2787,-33.6085,
78.7652,416.7227,61.7972,31.1888,-52.7229,17.9867,75.8687,-20.7235,6.7127,-6.9574,-28.6348,-78.2907,-225.3321,-26.7717,
80.5472,394.8533,50.1361,20.8818,-40.1593,27.7538,65.7734,-12.49,5.1046,-5.3346,-24.2652,-59.4933,-200.9659,-12.8731,
71.3758,368.2698,33.028,5.5289,-23.6498,36.6936,54.114,-10.7765,8.173,-8.3892,-20.3991,-41.8237,-174.808,-10.1725,
67.0933,347.6194,22.0077,-6.7339,-8.1308,42.6867,56.1698,-4.3453,16.3593,0.30929,-9.0518,-25.2143,-150.2195,2.4894,
54.8727,314.7109,6.5873,-20.4298,0.31103,35.787,47.0153,-12.2796,7.1828,0.29051,-10.4371,-9.6014,-127.1063,9.0887,
46.7601,285.7054,-7.908,-33.304,9.9333,41.8349,31.6609,-17.8098,0.96724,-0.20886,-6.4365,5.0747,-105.3799,9.0253,
32.8673,256.9939,-18.7619,-45.4058,18.4964,48.4838,18.1921,-17.705,-3.911,-4.0527,-1.712,17.9063,-84.9571,8.9657,
22.7005,237.7179,-31.6155,-56.7815,26.5456,51.3594,13.7261,-10.3758,-7.0508,-1.399,3.2115,24.5447,-65.7597,19.0331,
13.6257,212.3676,-43.8186,-67.4746,29.7731,45.3853,3.2616,-14.092,-11.448,0.13077,0.60866,23.072,-47.7141,19.8193,
-1.2918,185.5255,-55.2894,-77.5261,27.9867,40.2521,-11.0341,-23.8518,-19.9206,-9.518,-8.5874,31.3287,-30.7513,15.2557,
-8.3247,162.4634,-66.0721,-86.9745,40.4075,51.9369,-20.8569,-18.0821,-18.2432,-7.9829,-3.2512,43.549,-14.8062,28.4403,
-15.297,145.7257,-76.2077,-95.8561,52.0831,53.7615,-22.2566,-18.6844,-20.7641,-4.8528,2.0051,55.036,0.18217,26.3725,
-20.8869,127.5819,-80.3122,-104.2047,49.681,48.3668,-23.5725,-20.2147,-23.6154,-1.9103,0.67975,52.4572,14.2712,18.2824,
-17.7055,118.9631,-78.8679,-108.9189,49.1107,55.5877,-25.5326,-11.771,-16.8958,1.5788,-2.7355,62.8071,24.1407,31.2855,
-23.874,100.2562,-72.6895,-96.117,35.5588,47.4322,-22.5544,-11.5466,-14.4362,0.037782,-1.607,53.7361,8.5923,31.2163,
-28.4671,80.502,-54.2282,-77.5758,19.3253,30.4863,-8.9091,-12.5411,-15.7392,0.27648,4.033,36.4119,-5.5413,17.0508,
-22.1798,66.7543,-36.8745,-60.1468,4.0658,14.5571,-1.3846,-10.5833,-14.0715,-2.3912,-2.2345,20.1272,-1.5934,16.2687,
-8.5565,68.7746,-20.562,-42.438,0.44735,11.2731,7.1341,-3.9228,-1.4171,-0.5605,-3.7877,5.4222,-9.4518,16.4979,
