"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
29.8872,10.1229,-13.4974,0.96387,39.0458,-14.9436,-6.7489,-4.3388,-9.641,0.48193,0,5.7846,-53.5077,0,
35.3248,14.3362,-13.6518,-4.8785,46.3445,-4.888,-3.9334,-0.22161,-3.2779,4.7918,7.7128,17.0067,-42.1023,0.48193,
28.1437,11.7888,-19.3402,-13.9858,40.9123,0.94893,-6.3489,1.4785,-3.8046,7.1554,-0.2218,21.0479,-42.2277,-7.5007,
20.4293,6.9839,-27.0976,-20.6183,44.0014,5.9534,-11.0294,-1.2611,-9.1197,2.1465,0.99657,20.5082,-39.9348,-6.8095,
20.65,10.9034,-29.8103,-22.7554,53.8945,10.8987,-10.8498,-6.0059,-11.4648,-1.3565,11.0599,27.9546,-23.4387,1.3116,
15.5544,11.6957,-27.0576,-23.8004,38.6095,4.9423,-9.2343,-7.574,-14.6331,-3.2035,2.6838,20.493,-11.5478,3.1614,
15.1033,10.9937,-11.3342,-8.2724,23.2778,2.7178,-0.9677,1.0754,-7.0064,2.2916,-5.6722,5.1634,-21.9419,0.56132,
14.4381,8.165,3.4459,6.3239,10.5529,-7.8096,3.6697,-0.19444,-0.078565,-0.49747,-4.609,-6.8365,-31.4719,-8.8724,
16.7053,8.398,17.3391,20.0445,-4.1803,-21.441,14.7777,0.54059,2.0953,-4.083,-0.23507,-15.8263,-38.0193,-8.581,
23.1745,11.9917,30.3988,32.9418,-18.0294,-27.7471,25.2194,14.6082,2.6927,0.25952,-4.8005,-26.2052,-30.6769,-6.8611,
16.2404,3.3184,36.7696,45.0653,-31.0477,-34.0358,20.5728,27.8317,1.8083,0.96685,-16.3226,-38.7329,-31.4874,-13.4393,
11.4096,-4.5939,33.1171,39.3482,-33.885,-42.117,14.0358,14.3514,2.1817,0.42691,-14.3794,-42.314,-38.7572,-8.2946,
16.2687,0.26147,24.1407,29.034,-17.7519,-29.2256,9.5787,-0.60968,3.738,0.16033,-3.1523,-25.6751,-22.3317,-1.7709,
13.8465,5.0663,10.1585,16.2045,-2.5868,-13.3721,1.2909,-11.7808,3.0316,-0.81339,0.41109,-10.0346,-6.8918,-8.8957,
10.8466,5.9676,4.0059,11.6168,-4.1186,-7.6286,-0.47375,-4.566,-2.2115,1.8865,-0.33648,-10.6374,7.6217,-7.1567,
8.7497,-0.17528,-0.091095,8.028,-1.4611,-11.0275,4.3752,-6.7024,0.81344,5.6299,0.64781,-13.3734,21.2644,-3.3526,
4.1272,-3.78,-11.896,-4.7464,6.0981,-5.3044,-4.3233,-11.8441,4.3798,2.6408,-1.5604,-7.9914,30.3526,-12.5517,
9.4234,6.8109,-18.1719,-18.5617,19.8322,9.1139,-13.9456,-7.9997,-3.3545,-0.16896,3.5951,6.588,42.6315,-5.2909,
