"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-45.5537,45.5537,-199.3282,-223.9128,-196.4357,175.2255,350.6925,-54.7128,-163.1745,-132.3229,104.3643,405.6463,503.5026,73.9947,
-38.9641,38.9641,-201.4685,-224.578,-170.5495,160.3737,326.2765,-63.4816,-167.484,-138.4835,84.1227,375.5229,461.7233,55.455,
-29.8776,34.6979,-203.4804,-225.2033,-146.2166,149.7872,301.397,-71.2416,-171.5349,-144.2745,64.9754,338.8915,419.9199,38.0277,
-13.9849,46.3548,-205.3716,-225.7911,-123.3436,148.7537,289.8212,-64.316,-175.3428,-149.718,46.9768,304.458,380.6247,21.6461,
0.95415,54.1785,-207.1493,-226.3437,-101.843,141.7564,281.1088,-55.6366,-178.9223,-154.835,32.5891,289.0826,347.6639,6.2473,
14.9969,53.3382,-208.8203,-226.863,-81.6324,129.3949,269.0627,-53.7444,-182.2869,-159.6449,16.5337,257.6377,312.7041,-8.2275,
17.1099,42.1842,-210.3911,-227.3513,-62.6344,108.3748,241.1088,-64.6197,-185.4497,-164.1662,1.4417,228.0794,279.8418,-21.8339,
23.0729,42.7864,-211.8676,-227.8102,-44.7764,94.8827,229.7756,-74.8426,-188.4227,-168.4162,-12.7448,200.2946,248.9513,-34.6239,
20.9656,39.4963,-213.2556,-228.2416,-27.9898,75.0897,215.7481,-81.9214,-191.2174,-172.4112,-26.0801,174.177,226.9041,-46.6464,
22.1178,40.9829,-214.5602,-228.6471,-12.2104,64.1971,205.6957,-62.9061,-193.8443,-176.1666,-37.7717,149.988,213.7722,-57.9476,
24.1652,40.4517,-215.7866,-229.0283,2.6222,53.5964,204.4407,-45.0317,-196.3137,-179.6966,-38.8798,135.2042,192.2688,-54.3501,
24.8847,39.2301,-212.4806,-229.3866,16.5649,42.4271,199.6463,-56.4298,-198.6349,-183.0148,-38.7164,123.9587,179.5272,-65.1891,
16.6427,37.3582,-204.552,-229.7234,29.671,36.0251,187.6675,-38.944,-200.8168,-186.1339,-29.6446,118.4493,181.289,-67.1828,
