"AF3","AF4","F3","F4","F7","F8","FC5","FC6","O1","O2","P7","P8","T7","T8",
-16.1484,-1.2053,32.0564,6.0255,-64.3537,16.6308,137.1436,98.0974,-4.0974,-7.4718,5.0617,1.2053,-9.8819,-9.8819,
-16.3851,-0.40985,34.2306,2.0488,-48.2002,4.3046,126.2637,100.1655,-6.5028,-6.3004,0.17846,1.3737,-8.084,-15.7967,
-7.689,-3.7595,38.4435,5.7825,-46.2723,8.8672,132.7879,102.3505,-4.1842,-2.5481,3.542,3.2197,-9.5269,-11.9566,
-10.1197,-6.426,28.906,1.0968,-47.8343,18.4581,129.0389,92.835,-3.9332,-0.94898,8.1502,2.0627,-8.9553,-9.311,
-12.6462,-3.3895,25.0023,-0.17409,-44.2413,14.6993,107.5575,92.8083,-4.4203,0.79496,7.42,-0.23049,-3.3565,-13.3319,
-9.7181,-1.9807,21.3332,-0.88677,-27.4869,12.6123,115.2041,101.3398,-5.3602,0.98846,0.46706,0.98841,-0.50379,-12.2908,
-9.8581,1.7534,15.4737,-1.5567,-11.7376,17.3989,122.3918,103.3339,-4.7978,2.1342,-4.6224,4.0624,-1.6786,-9.3844,
-6.6153,1.8894,18.1605,-1.2221,-9.5871,18.5244,129.1483,91.5904,-4.7507,1.283,-5.5501,2.6136,-4.2292,-11.4727,
-2.603,-0.39361,22.6145,-4.2823,-20.3401,19.1001,135.4994,93.5668,-2.2965,1.9294,0.32649,5.1078,-5.1808,-9.579,
-10.6417,0.5941,9.2063,-10.2921,-29.7247,23.7385,141.4695,100.4861,-10.8356,2.2953,-0.6572,6.7298,-9.2085,-13.3428,
-11.6904,4.6563,0.70016,-11.3613,-16.6131,28.8221,147.0813,108.1952,-13.3189,1.4347,-1.8231,2.7106,-4.5586,-13.7471,
1.5445,7.7509,14.1555,-6.8237,-4.5295,29.021,152.3564,111.3445,-4.807,-1.0615,4.0709,-0.34457,-2.3569,-9.5483,
6.7542,11.1425,17.1628,-6.896,-15.3447,24.3874,157.315,99.8438,-10.3029,-6.3002,-0.5119,-1.7699,-10.8924,-17.1698,
8.2772,15.7761,18.5427,-7.9285,-7.6756,25.3343,161.9761,93.3708,-9.2033,-4.9583,-2.8913,6.049,-2.0441,-17.104,
6.3345,10.9734,14.5383,-12.7552,6.7649,16.1017,166.3576,89.2146,-6.2407,-6.5893,-1.2718,9.5427,0.006961,-12.7035,
2.0978,7.4227,2.5785,-16.8108,-7.621,2.6019,170.4761,85.7901,-7.7943,-6.6756,2.6611,3.6673,-10.5985,-16.7618,
3.418,10.8339,-0.95039,-13.3918,-5.7172,8.2306,174.3475,81.1244,-5.3986,0.47361,4.9114,-1.3732,-1.7677,-17.2021,
3.2131,13.0762,-2.8218,-14.5163,8.7258,19.7881,177.9867,66.6162,-9.8952,-1.9652,-2.6139,-1.2906,7.0153,-19.0623,
1.0921,9.3991,-4.5807,-20.8761,22.3023,10.888,181.4075,56.3527,-14.1217,-6.668,-2.939,0.23308,3.2199,-22.2569,
4.883,5.4607,0.032482,-18.6597,13.974,1.0757,184.5026,60.6839,-10.8643,-3.8578,0.12937,-2.6734,0.13418,-19.4757,
10.3748,13.328,7.744,-13.6835,3.9768,3.9034,159.4533,64.7558,-5.392,0.23032,0.60377,-4.441,3.5008,-14.9324,
3.7266,14.2153,-1.157,-16.9601,3.9794,-0.42834,163.9861,49.0601,-7.2378,-3.3987,-0.63752,-7.3082,4.9778,-17.1702,
